target_slug,target,kind,crop_slug,crop,product_slug,product,klass,reg_no,reg_until,norm_raw,dose_per_10l,method,wait_days,max_treatments,hazard_bees,page
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,geteroauksin,Гетероауксин,регулятор роста,046-07-5038-1,04.10.2026,2 табл. /10 лводы,2 табл,Полив растений под корень после посадки,,1,III,1364
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,geteroauksin,Гетероауксин,регулятор роста,046-07-5039-1,04.10.2026,"0,2 г/10 лводы","0,2 г","Обмакивание или замачивание на 1-2 часа корневой системы растений перед посадкой в водном растворе препарата, или обмакивание корневой системы растений в сметанообразную массу, состоящую из глины и торфяной крошки, замешанную на растворе гетероауксина",,1,III,1367
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,geteroauksin,Гетероауксин,регулятор роста,046-07-5039-1,04.10.2026,"0,2 г/10 лводы","0,2 г",Полив растений под корень после посадки,,1,III,1367
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,geteroauksin,Гетероауксин+,регулятор роста,033-07-3057-1,17.03.2031,10 г/10 лводы,10 г,Обмакивание корневой системы растений перед посадкой,,1,III,1410
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,geteroauksin,Гетероауксин+,регулятор роста,033-07-3057-1,17.03.2031,10 г/10 лводы,10 г,Полив растений под корень через 5 дней после посадки,,1,III,1410
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,grin-deyl,Грин Дейл,регулятор роста,008-07-3511-1,02.03.2032,8-12 мл/10 лводы,8–12 мл,Обмакивание корневой системы растений перед посадкой,,1,III,1824
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,korennik,Коренник,регулятор роста,018-07-1869-1,11.04.2028,1 г/л воды,10 г,Замачивание корневой системы на 6 часов,,1,-,1411
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,korennik,Коренник,регулятор роста,018-07-1869-1,11.04.2028,1 г/л воды,10 г,Полив под корень через 10 дней после высадки,,1,-,1411
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,korney,Корней,регулятор роста,012-07-3073-1,24.03.2031,1 г/л воды,10 г,Замачивание корневой системы растений перед посадкой 6 часов,,1,III,1413
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,korney,Корней,регулятор роста,012-07-3073-1,24.03.2031,1 г/л воды,10 г,Полив растений под корень через 10 дней после посадки,,1,III,1413
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,kornestim,Корнестим,регулятор роста,008-07-1288-1,11.12.2026,1 г/л воды,10 г,Замачивание корневой системы на 6 часов,,1,III,1414
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,kornestim,Корнестим,регулятор роста,008-07-1288-1,11.12.2026,1 г/л воды,10 г,Полив под корень через 10 дней после высадки,,1,III,1414
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,ukorenit,УкоренитЪ,регулятор роста,033-07-1287-1,11.12.2026,1 г/л воды,10 г,Замачивание корневой системы на 6 часов,,1,III,1415
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sazhentsy-i-posadochnyy-material,саженцы и посадочный материал,ukorenit,УкоренитЪ,регулятор роста,033-07-1287-1,11.12.2026,1 г/л воды,10 г,Полив под корень через 10 дней после высадки,,1,III,1415
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,svekla,свекла,agat-25-super,Агат-25 Супер,регулятор роста,471-07-1781-1,04.03.2028,"1-1,5 г/100 мл воды",100–150 г,Предпосевная обработка семян,,1,III,1397
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,svekla,свекла,agat-25-super,Агат-25 Супер,регулятор роста,471-07-1781-1,04.03.2028,140 мг/3 лводы,,Опрыскивание растений в фазе смыкания ботвы в рядках,,1,III,1397
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,svekla,свекла,albit,Альбит,регулятор роста,081-07-9800-1,03.03.2036,1 мл/10 лводы,1 мл,"Опрыскивание растений: 1-е – в фазе смыкания ботвы в рядках, 2-е - через 3 недели после первого опрыскивания.",,2,III,1724
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,svekla,свекла,immunotsitofit,Иммуноцитофит,регулятор роста,121-07-3951-1,11.01.2033,1 табл./ 10-15 мл воды,,Замачивание семян перед посевом на 2-3 часа,,1,III,1815
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,svekla,свекла,immunotsitofit,Иммуноцитофит,регулятор роста,121-07-3951-1,11.01.2033,"1 табл./ 1,5 лводы","6,7 табл",Опрыскивание растений: 1-е - в фазе смыкания рядков (при внесении послевходовых гербицидов – в фазе 3-4 листьев); 2-е -через 40-45 дней после первого опрыскивания,,2,III,1816
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,svekla,свекла,melafen,Мелафен,регулятор роста,547-07-3294-1,15.09.2031,"0,5-2 мл/200 мл воды",25–100 мл,Замачивание семян перед посевом на 1 час,,1,III,1640
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,svekla,свекла,silatsin-krp,"Силацин, КРП",регулятор роста,324-07-2045-1,05.11.2028,1 табл./ 100 мл воды,100 табл,Замачивание семян перед посевом на 30-40 минут,,1,III,1797
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,svekla,свекла,ekopin,Экопин,регулятор роста,012-07-2246-1,27.05.2029,1 г/10 лводы,1 г,"Опрыскивание растений: первое - в фазе смыкания ботвы в рядках, второе -через 3 недели после первого опрыскивания",,2,III,1623
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,svekla,свекла,emistim,Эмистим,регулятор роста,392-07-1237-1,20.09.2026,"0,00001 мл/лводы",0 мл,Предпосевная обработка семян,,1,III,1423
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,svekla,свекла,emistim,Эмистим,регулятор роста,392-07-1237-1,20.09.2026,"0,00001 мл/лводы",0 мл,Предпосевная обработка семян,,1,III,1424
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,svekla,свекла,energiya-m-krp,"Энергия-М, КРП",регулятор роста,124-07-1881-1,25.04.2028,1 табл./ 100 мл воды,100 табл,Замачивание семян перед посевом на 30-40 минут,,1,III,1686
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,svekla,свекла,energiya-m-krp,"Энергия-М, КРП",регулятор роста,124-07-1881-1,25.04.2028,"1,5 табл./3 лводы",5 табл,"Опрыскивание растений: 1-е - в фазе 2-4 листьев, 2-е - в фазе 8-10 листьев",,2,III,1687
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,geteroauksin,Гетероауксин,регулятор роста,046-07-5038-1,04.10.2026,2 табл. /10 лводы,2 табл,"Обмакивание или замачивание на 1-2 часа корневой системы растений перед посадкой в водном растворе препарата, или обмакивание корневой системы растений в сметанообразную массу, состоящую из глины и торфяной крошки, замешанных на растворе гетероауксина Полив растений под корень после посадки",,1,III,1364
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,geteroauksin,Гетероауксин,регулятор роста,046-07-5038-1,04.10.2026,2 табл. /10 лводы,2 табл,Полив растений под корень после посадки,,1,III,1364
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,geteroauksin,Гетероауксин,регулятор роста,046-07-5038-1,04.10.2026,2 табл. /10 лводы,2 табл,"Полив растений под корень: 1-й – весной, в период распускания почек; 2-й – осенью, в период пожелтения листьев",,2,III,1364
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,geteroauksin,Гетероауксин,регулятор роста,046-07-5039-1,04.10.2026,"0,2 г/10 лводы","0,2 г","Обмакивание или замачивание на 1-2 часа корневой системы растений перед посадкой в водном растворе препарата, или обмакивание корневой системы растений в сметанообразную массу, состоящую из глины и торфяной крошки, замешанную на растворе гетероауксина",,1,III,1367
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,geteroauksin,Гетероауксин,регулятор роста,046-07-5039-1,04.10.2026,"0,2 г/10 лводы","0,2 г",Полив растений под корень после посадки,,1,III,1367
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,geteroauksin,Гетероауксин,регулятор роста,046-07-5039-1,04.10.2026,"0,2 г/10 лводы","0,2 г","Полив растений под корень: 1-й – весной, в период распускания почек; 2-й – осенью, в период пожелтения листьев",,2,III,1367
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,geteroauksin,Гетероауксин+,регулятор роста,033-07-3057-1,17.03.2031,4 г/л воды,40 г,Замачивание черенков перед посадкой на 10-16 часов,,1,III,1409
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,geteroauksin,Гетероауксин+,регулятор роста,033-07-3057-1,17.03.2031,10 г/10 лводы,10 г,Обмакивание корневой системы растений перед посадкой,,1,III,1410
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,geteroauksin,Гетероауксин+,регулятор роста,033-07-3057-1,17.03.2031,10 г/10 лводы,10 г,Полив растений под корень через 5 дней после посадки,,1,III,1410
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,geteroauksin,Гетероауксин+,регулятор роста,033-07-3057-1,17.03.2031,10 г/10 лводы,10 г,Обмакивание корневой системы растений перед посадкой,,1,III,1410
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,geteroauksin,Гетероауксин+,регулятор роста,033-07-3057-1,17.03.2031,10 г/10 лводы,10 г,Полив растений под корень через 5 дней после посадки,,1,III,1410
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,zavyaz,Завязь,регулятор роста,186-07-4808-1,11.02.2035,20 г/10 лводы,20 г,"Опрыскивание растений: 1-е - в фазе цветения, 2-е - после опадения лепестков.",,2,III,1511
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,sliva,слива,kornerost-m,Корнерост М,регулятор роста,046-07-5079-1,13.03.2029,1-2 г/10 черенков,,Обработка предварительно увлажненного базального среза черенка,,1,III,1415
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,albit,Альбит,регулятор роста,081-07-9800-1,03.03.2036,1 мл/10 лводы,1 мл,"Опрыскивание растений: 1-е – в фазе бутонизации, 2-е и 3-е – с интервалом 15 дней.",,3,III,1729
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,buton,Бутон,регулятор роста,046-07-5054-1,08.04.2028,10 г/10 лводы,10 г,"Опрыскивание растений: 1-е - в фазе начала цветения, 2-е - после цветения, 3-е – в фазе начала формирования ягод",,3,III,1504
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,geteroauksin,Гетероауксин,регулятор роста,046-07-5038-1,04.10.2026,2 табл. /10 лводы,2 табл,"Обмакивание или замачивание на 1-2 часа корневой системы растений перед посадкой в водном растворе препарата, или обмакивание корневой системы растений в сметанообразную массу, состоящую из глины и торфяной крошки, замешанных на растворе гетероауксина Полив растений под корень после посадки",,1,III,1364
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,geteroauksin,Гетероауксин,регулятор роста,046-07-5038-1,04.10.2026,2 табл. /10 лводы,2 табл,Полив растений под корень после посадки,,1,III,1364
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,geteroauksin,Гетероауксин,регулятор роста,046-07-5038-1,04.10.2026,2 табл. /10 лводы,2 табл,"Полив растений под корень: 1-й – весной, в период распускания почек; 2-й – осенью, в период пожелтения листьев",,2,III,1364
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,geteroauksin,Гетероауксин,регулятор роста,046-07-5039-1,04.10.2026,"0,2 г/10 лводы","0,2 г","Обмакивание или замачивание на 1-2 часа корневой системы растений перед посадкой в водном растворе препарата, или обмакивание корневой системы растений в сметанообразную массу, состоящую из глины и торфяной крошки, замешанную на растворе гетероауксина",,1,III,1367
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,geteroauksin,Гетероауксин,регулятор роста,046-07-5039-1,04.10.2026,"0,2 г/10 лводы","0,2 г",Полив растений под корень после посадки,,1,III,1367
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,geteroauksin,Гетероауксин,регулятор роста,046-07-5039-1,04.10.2026,"0,2 г/10 лводы","0,2 г","Полив растений под корень: 1-й – весной, в период распускания почек; 2-й – осенью, в период пожелтения листьев",,2,III,1367
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,geteroauksin,Гетероауксин+,регулятор роста,033-07-3057-1,17.03.2031,4 г/л воды,40 г,Замачивание черенков перед посадкой на 10-16 часов,,1,III,1409
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,geteroauksin,Гетероауксин+,регулятор роста,033-07-3057-1,17.03.2031,10 г/10 лводы,10 г,Обмакивание корневой системы растений перед посадкой,,1,III,1410
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,geteroauksin,Гетероауксин+,регулятор роста,033-07-3057-1,17.03.2031,10 г/10 лводы,10 г,Полив растений под корень через 5 дней после посадки,,1,III,1410
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,grin-deyl,Грин Дейл,регулятор роста,008-07-3511-1,02.03.2032,8-12 мл/10 лводы,8–12 мл,Опрыскивание растений: 1-е -,,2,III,1823
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,zavyaz,Завязь,регулятор роста,186-07-4808-1,11.02.2035,20 г/10 лводы,20 г,"Опрыскивание растений: 1-е - в фазе бутонизации, 2-е -в фазе зеленых завязей.",,2,III,1510
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,immunotsitofit,Иммуноцитофит,регулятор роста,121-07-3951-1,11.01.2033,2 табл./3 лводы,"6,7 табл",Опрыскивание растений: 1-е - в фазе распускания почек -начало цветения; 2-е - в конце цветения; 3-е - через 20-30 дней после второго опрыскивания,,3,III,1821
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,kornerost-m,Корнерост М,регулятор роста,046-07-5079-1,13.03.2029,1-2 г/10 черенков,,Обработка предварительно увлажненного базального среза черенка,,1,III,1415
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,obepeg,ОбеpeгЪ,регулятор роста,033-07-1377-1,26.02.2027,"0,6 мл/3 лводы",2 мл,"Опрыскивание: 1-е - в начале фазы цветения, 2-е - через 30 дней после первого опрыскивания",,2,III,1469
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,ekopin,Экопин,регулятор роста,012-07-2246-1,27.05.2029,"0,5 г/лводы",5 г,"Опрыскивание растений: первое – в фазе бутонизации, второе и третье с интервалом 15 дней",,3,III,1629
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,emistim,Эмистим,регулятор роста,392-07-1237-1,20.09.2026,"0,01 мл/10 лводы",0 мл,"Опрыскивание: 1-е – в период появления первых листочков, 2-е и 3-е с интервалом 1 месяц",,1,III,1424
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,emistim,Эмистим,регулятор роста,392-07-1237-1,20.09.2026,"0,01 мл/10 лводы",0 мл,"Опрыскивание: 1-е – в период появления первых листочков, 2-е и 3-е с интервалом 1 месяц",,1,III,1425
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,smorodina,смородина,yantarnaya-kislota,Янтарная кислота,регулятор роста,033-07-2821-1,04.10.2030,10 г/5 лводы,20 г,Опрыскивание растений в фазе бутонизации,,1,III,1826
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,agat-25-super,Агат-25 Супер,регулятор роста,471-07-1781-1,04.03.2028,"3,5 г/лводы",35 г,Замачивание семян перед посевом на 3 часа,,1,III,1398
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,agat-25-super,Агат-25 Супер,регулятор роста,471-07-1781-1,04.03.2028,140 мг/3 лводы,,"Опрыскивание растений: 1-е - в фазе 2-3 листьев, 2-е -через 20 дней после первого опрыскивания",,1,III,1398
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,agrostimul-ve,"АгроСтимул, ВЭ",регулятор роста,002-07-4818-0,10.03.2028,"0,01 мл /100 мл воды",1 мл,Замачивание семян перед посевом на 2 часа.,,1,III,1566
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,agrostimul-ve,"АгроСтимул, ВЭ",регулятор роста,002-07-4818-0,10.03.2028,"0,6 мл/4 лводы","1,5 мл","Опрыскивание растений: 1-е – в фазе начала цветения первой кисти, 2-е – через 10 дней после первого опрыскивания, 3-е - через 10 дней после второго опрыскивания.",,3,III,1566
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,albit,Альбит,регулятор роста,081-07-9800-1,03.03.2036,2 мл/лводы,20 мл,Замачивание семян перед посевом на 3 часа.,,1,III,1724
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,albit,Альбит,регулятор роста,081-07-9800-1,03.03.2036,1 мл/10 лводы,1 мл,"Опрыскивание растений: 1-е – в фазе 2-3 листьев, 2-е -через 15 дней после первого опрыскивания.",,2,III,1724
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,bioagro-rr,Биоагро-РР,регулятор роста,591(526)-07-2502-1,11.12.2029,5 мл/лводы,50 мл,Замачивание семян перед посевом в течение 1 часа,,1,III,1442
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,bioagro-rr,Биоагро-РР,регулятор роста,591(526)-07-2502-1,11.12.2029,5 мл/лводы,50 мл,Замачивание корневой системы рассады перед посадкой в течение 1 часа,,1,III,1442
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,bioagro-rr,Биоагро-РР,регулятор роста,591(526)-07-2502-1,11.12.2029,200 мл/10 лводы,200 мл,Опрыскивание растений: 1-е – в фазе 3-4 листьев; 2-е – через 10 дней после первого опрыскивания,,2,III,1442
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,bioagro-rr,Биоагро-РР,регулятор роста,591(526)-07-2502-1,11.12.2029,5 мл/лводы,50 мл,Замачивание семян перед посевом в течение 1 часа,,1,III,1442
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,bioagro-rr,Биоагро-РР,регулятор роста,591(526)-07-2502-1,11.12.2029,5 мл/лводы,50 мл,Замачивание корневой системы рассады перед посадкой в течение 1 часа,,1,III,1443
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,bioagro-rr,Биоагро-РР,регулятор роста,591(526)-07-2502-1,11.12.2029,300 мл/ 10 лводы,300 мл,Опрыскивание растений: 1-е – в фазе 3-4 листьев; 2-е – через 10 дней после первого опрыскивания,,2,III,1443
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,bioagro-rr,Биоагро-РР,регулятор роста,591(526)-07-2502-1,11.12.2029,5 мл/лводы,50 мл,Замачивание корневой системы рассады перед посадкой в течение 1 часа,,1,III,1445
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,bioduks,Биодукс,регулятор роста,173-07-4899-0,05.06.2028,"0,02 мл/200 мл воды",1 мл,Замачивание семян перед посевом на 1 час,,1,III,1482
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,bioduks,Биодукс,регулятор роста,173-07-4899-0,05.06.2028,"0,02-0,05 мл/4 лводы","0,1–0,1 мл","Опрыскивание растений: 1-ое - в фазе цветения 1-й кисти, 2-ое - в фазе цветения 2-й кисти, 3-е - в фазе цветения 3-й кисти",,3,III,1482
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,biosil,Биосил,регулятор роста,347-07-1440-1,05.04.2027,"0,5 мл/3 лводы","1,7 мл","Опрыскивание: 1-е - в фазе цветения первой кисти, 2-е -в фазе цветения второй кисти, 3-е – в фазе цветения третьей кисти",,3,III,1760
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,botanik,Ботаник,регулятор роста,008-07-3673-1,28.04.2032,1 - 3 мл/лводы,10–30 мл,"Опрыскивание растений: 1-е - через 10 дней после высадки рассады, 2-е - через 15 дней после первого опрыскивания",20,2,III,1416
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,buton,Бутон,регулятор роста,046-07-5054-1,08.04.2028,15 г/10 лводы,15 г,"Опрыскивание растений: 1-е - в фазе начала цветения первой кисти, 2-е – в фазе начала цветения второй кисти, 3-е – в фазе начала цветения третьей кисти",,3,III,1504
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,verva,Вэрва,регулятор роста,145-07-1604-1,20.11.2027,"2,5 мл/3 лводы","8,3 мл",Опрыскивание растений: 1-е – в период цветения 1-ой кисти; 2- в период цветения 2-ой кисти; 3-е - в период цветения 3-ей кисти,,3,III,1766
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,geteroauksin,Гетероауксин,регулятор роста,046-07-5038-1,04.10.2026,5 табл./20 лводы,"2,5 табл",Полив растений под корень после посадки,,1,III,1363
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,geteroauksin,Гетероауксин,регулятор роста,046-07-5038-1,04.10.2026,1 табл./2 лводы,5 табл,Обмакивание корневой системы растений перед высадкой в грунт,,1,III,1363
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,geteroauksin,Гетероауксин,регулятор роста,046-07-5039-1,04.10.2026,"0,5 г/10 лводы","0,5 г",Обмакивание корневой системы растений перед высадкой в грунт,,1,III,1367
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,geteroauksin,Гетероауксин,регулятор роста,046-07-5039-1,04.10.2026,"0,5 г/20 лводы","0,2 г",Полив растений под корень после посадки,,1,III,1367
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,geteroauksin,Гетероауксин+,регулятор роста,033-07-3057-1,17.03.2031,4 г/10 лводы,4 г,Обмакивание корневой системы растений перед высадкой в грунт,,1,III,1409
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,gibbera,Гиббера,регулятор роста,018-07-2170-1,27.03.2029,1 мл/лводы,10 мл,"Опрыскивание растений: 1-е – в фазе начала цветения первой кисти, 2-е – в фазе начала цветения второй кисти, 3-е – в фазе начала цветения третьей кисти",,3,III,1486
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,gibbersib,Гибберсиб,регулятор роста,034-07-1313-1,22.12.2026,"0,1 г/лводы",1 г,"Опрыскивание растений: 1-е - в фазе цветения 1-й кисти, 2-е – в фазе цветения 2-й кисти, 3-е – в фазе цветения 3-й кисти",,3,III,1492
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,giberelon,Гиберелон,регулятор роста,427-07-2226-1,19.05.2029,"0,2-0,4 г/2 лводы",1–2 г,"Опрыскивание растений: 1-е - в фазе цветения 1-ой кисти, 2-е – в фазе цветения 2-ой кисти, 3-е – в фазе цветения 3-ей кисти",,3,III,1497
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,grin-deyl,Грин Дейл,регулятор роста,008-07-3511-1,02.03.2032,6-10 мл/10 лводы,6–10 мл,"Опрыскивание растений: 1-е - за 1-2 дня до высадки рассады, 2-е - в начале фазы бутонизации первой кисти; 3-е - в период массового цветения",,3,III,1823
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,dozrevatel,Дозреватель,регулятор роста,033-07-3169-1,27.05.2031,"3,5 мл/5 лводы",7 мл,Опрыскивание за 10-14 дней до сбора урожая (при созревании 5-30 % плодов),14,1,III,1370
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,zavyaz,Завязь,регулятор роста,186-07-4808-1,11.02.2035,20 г/10 лводы,20 г,"Опрыскивание растений: 1-е – в фазе цветения 1-ой кисти, 2-е – в фазе цветения 2-ой кисти, 3-е – в фазе цветения 3-ей кисти.",,3,III,1509
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,immunotsitofit,Иммуноцитофит,регулятор роста,121-07-3951-1,11.01.2033,1 табл./10-15 мл воды,,Замачивание семян перед посевом на 2-3 часа,,1,III,1817
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,immunotsitofit,Иммуноцитофит,регулятор роста,121-07-3951-1,11.01.2033,"1 табл./ 1,5 лводы","6,7 табл",Опрыскивание растений: 1-е - в фазе начала бутонизации; 2-е - в фазе цветения первой кисти; 3-е - в фазе цветения третьей кисти,,3,III,1818
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,krezatsin-krp,"Крезацин, КРП",регулятор роста,342-07-2099-1,05.02.2029,1 табл./ 200 мл воды,50 табл,Замачивание семян перед посевом на 30 минут,,1,III,1650
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,krezatsin-krp,"Крезацин, КРП",регулятор роста,342-07-2099-1,05.02.2029,1 табл./ 2 лводы,5 табл,"Опрыскивание растений: 1-е – в фазе 2-3 листьев, 2-е в фазе бутонизации первой кисти",,2,III,1651
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,krepen,Крепень,регулятор роста,008-07-1585-1,06.11.2027,"0,3 мл/300 мл воды",10 мл,Опрыскивание: 1-е – в фазе 3-4 листьев; 2-е и 3-е – с интервалом 5-8 дней,,3,III,1782
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,krepen,Крепень,регулятор роста,008-07-1585-1,06.11.2027,"1,5 мл/лводы",15 мл,"Полив под корень: 1-й – через 10 дней после высадки рассады, 2-й – через 14 дней после первого полива",,2,III,1782
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,melafen,Мелафен,регулятор роста,547-07-3294-1,15.09.2031,"0,2 мл/200 мл воды",10 мл,Замачивание семян перед посевом на 1 час,,1,III,1640
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,melafen,Мелафен,регулятор роста,547-07-3294-1,15.09.2031,"0,03-0,1 мл/3 л воды","0,1–0,3 мл",Опрыскивание растений в фазе начала цветения первой кисти,,1,III,1640
regulyator-rost-i-urozhay,регулятор: рост и урожай,регулятор,tomat,томат,mival-agro,Мивал-Агро,регулятор роста,467-07-1697-1,30.01.2028,"0,1 г/200 мл воды",5 г,Замачивание семян перед посевом на 30-40 мин,,1,III,1667
