reg_no,product,ingredient_slug,ingredient,conc_value,conc_unit
617-03-4138-1,Тифитерр,tifensulfuron-metil,Тифенсульфурон-метил,750.0,г/кг
278-03-4101-1,Толазин,s-metolahlor,С-метолахлор,312.5,г/л
278-03-4101-1,Толазин,terbutilazin,Тербутилазин,187.5,г/л
033-07-961-1,Томатон,4-hlorfenoksiuksusnaya-kislota,4-хлорфеноксиуксусная кислота,2.5,г/л
018-04-778-1,Тонгара,dikvat,Дикват,280.0,г/л
010-02-3212-1,Тонус,famoksadon,Фамоксадон,250.0,г/кг
010-02-3212-1,Тонус,tsimoksanil,Цимоксанил,250.0,г/кг
041-02-3023-1,Топаз,penkonazol,Пенконазол,100.0,г/л
041-03-2532-1,Топик,klodinafop-propargil,Клодинафоп-пропаргил,80.0,г/л
041-03-2532-1,Топик,klokvintoset-meksil,Клоквинтосет-мексил,20.0,г/л
699-03-4322-1,Топкама,metribuzin,Метрибузин,700.0,г/кг
094-02-1622-1,Топсин-М,tiofanat-metil,Тиофанат - метил,500.0,г/л
094-01-469-1,Топсин-М,tiofanat-metil-2,Тиофанат -метил,700.0,г/кг
038-03-2110-1,Топтун,2-4-d,"2,4-Д",550.0,г/л
б/н Топтун 100,Топтун 100,mefenpir-dietil,Мефенпир-диэтил,27.0,г/л
038-03-450-1,Топтун 100,mefenpir-dietil,Мефенпир-диэтил,27.0,г/л
б/н Топтун 100,Топтун 100,fenoksaprop-p-etil,Феноксапроп-п-этил,100.0,г/л
038-03-450-1,Топтун 100,fenoksaprop-p-etil,Феноксапроп-п-этил,100.0,г/л
009-03-2935-1,Топшот 113,penoksulam,Пеноксулам,13.33,г/л
009-03-2935-1,Топшот 113,tsigalofop-butil,Цигалофоп-бутил,100.0,г/л
446-01-1523-1,Тореадор Макси,imidakloprid,Имидаклоприд,600.0,г/л
148-01-2028-1,Торег,lyambda-tsigalotrin,Лямбда-цигалотрин,50.0,г/л
021-03-4287-0,Торнадо,glifosat,Глифосат,360.0,г/л
021-03-4288-0,Торнадо 500,glifosat,Глифосат,500.0,г/л
021-03-3983-0,Торнадо 540,glifosat,Глифосат,540.0,г/л
021-03-9768-0,Торнадо 540,glifosat,Глифосат,540.0,г/л
197-03-9813-0,Торпеда,tifensulfuron-metil,Тифенсульфурон-метил,500.0,г/кг
197-03-9813-0,Торпеда,florasulam,Флорасулам,170.0,г/кг
178-03-3623-0,Тотал,glifosat,Глифосат,360.0,г/л
178-03-3603-0,Тотал 480,glifosat,Глифосат,480.0,г/л
178-03-4827-0,"Тотал 480, ВР",glifosat,Глифосат,480.0,г/л
178-03-4826-0,"Тотал, ВР",glifosat,Глифосат,360.0,г/л
002-01-10037-0,Трамонтана,abamektin,Абамектин,40.0,г/л
002-01-10037-0,Трамонтана,indoksakarb,Индоксакарб,100.0,г/л
021-03-1701-1,Транш Супер,kvinmerak,Квинмерак,83.0,г/л
021-03-1701-1,Транш Супер,metazahlor,Метазахлор,333.0,г/л
021-07-1693-1,Трафик,maleinovyy-gidrazid,Малеиновый гидразид,270.0,г/л
021-03-2895-1,Трейсер,klomazon,Кломазон,480.0,г/л
023-02-1428-1,ТриАгро,azoksistrobin,Азоксистробин,100.0,г/л
023-02-1428-1,ТриАгро,tebukonazol,Тебуконазол,120.0,г/л
023-02-1428-1,ТриАгро,tsiprokonazol,Ципроконазол,40.0,г/л
050-02-4608-1,ТриЗаРа Супер,azoksistrobina,Азоксистробина,83.0,г/л
050-02-4608-1,ТриЗаРа Супер,prohloraz,Прохлораз,267.0,г/л
050-02-4608-1,ТриЗаРа Супер,tebukonazol,Тебуконазол,100.0,г/л
018-02-4460-1,Триада,propikonazol,Пропиконазол,140.0,г/л
018-02-4460-1,Триада,tebukonazol,Тебуконазол,140.0,г/л
018-02-4460-1,Триада,epoksikonazol,Эпоксиконазол,72.0,г/л
002-02-9918-0,Триактив,azoksistrobin,Азоксистробин,100.0,г/л
002-02-891-1,Триактив,azoksistrobin,Азоксистробин,100.0,г/л
002-02-9918-0,Триактив,tebukonazol,Тебуконазол,120.0,г/л
002-02-891-1,Триактив,tebukonazol,Тебуконазол,120.0,г/л
002-02-9918-0,Триактив,tsiprokonazol,Ципроконазол,40.0,г/л
002-02-891-1,Триактив,tsiprokonazol,Ципроконазол,40.0,г/л
097-02-2182-1,Триактив Экстра,azoksistrobin,Азоксистробин,200.0,г/л
097-02-2182-1,Триактив Экстра,tsiprokonazol,Ципроконазол,80.0,г/л
548-02-2735-1,Трианум Г,trichoderma-harzianum,Trichoderma harzianum,150000000.0,КОЕ/г
548-02-2776-1,Трианум П,trichoderma-harzianum,Trichoderma harzianum,150000000.0,КОЕ/г
010-03-3257-1,Триас,triasulfuron,Триасульфурон,750.0,г/кг
277-03-2454-1,Трибел,tribenuron-metil,Трибенурон-метил,750.0,г/кг
046-03-2360-1,Трибинстар,tribenuron-metil,Трибенурон-метил,750.0,г/кг
046-03-4983-0,Трибинстар,tribenuron-metil,Трибенурон-метил,750.0,г/кг
178-03-3668-1,Трибун,tribenuron-metil,Трибенурон-метил,750.0,г/кг
178-03-9684-0,Трибун Флюид,tribenuron-metil,Трибенурон-метил,300.0,г/л
329-03-790-1,Трибунал,tribenuron-metil,Трибенурон-метил,750.0,г/кг
774-03-3352-1,Трибьют,tifensulfuron-metil,Тифенсульфурон-метил,300.0,г/кг
774-03-3352-1,Трибьют,tribenuron-metil,Трибенурон-метил,310.0,г/кг
774-03-3352-1,Трибьют,florasulam,Флорасулам,103.0,г/кг
010-02-3265-1,Тридим,piraklostrobin,Пираклостробин,40.0,г/л
010-02-3265-1,Тридим,tiram,Тирам,250.0,г/л
010-02-3265-1,Тридим,tritikonazol,Тритиконазол,80.0,г/л
085-03-3033-1,Тризлак,tribenuron-metil,Трибенурон-метил,750.0,г/кг
653-03-3757-1,Триметил,tribenuron-metil,Трибенурон-метил,750.0,г/кг
913-03-4470-1,Тринити,desmedifam,Десмедифам,71.0,г/л
913-03-4470-1,Тринити,fenmedifam,Фенмедифам,91.0,г/л
913-03-4470-1,Тринити,etofumezat,Этофумезат,112.0,г/л
184(026)-01(02)-4157-1,Триптих,difenokonazol,Дифеноконазол,30.0,г/л
184(026)-01(02)-4157-1,Триптих,tiametoksam,Тиаметоксам,320.0,г/л
184(026)-01(02)-4157-1,Триптих,fludioksonil,Флудиоксонил,30.0,г/л
062-03-2596-1,Трисил,tifensulfuron-metil,Тифенсульфурон-метил,300.0,г/кг
062-03-2596-1,Трисил,tribenuron-metil,Трибенурон-метил,300.0,г/кг
062-03-2596-1,Трисил,florasulam,Флорасулам,100.0,г/кг
082-03-3306-1,Тристар,prometrin,Прометрин,500.0,г/л
085-02-3727-1,Тритон,imazalil,Имазалил,40.0,г/л
085-02-3727-1,Тритон,tebukonazol,Тебуконазол,60.0,г/л
085-02-3727-1,Тритон,tiabendazol,Тиабендазол,60.0,г/л
607-03-3938-1,Триумф,desmedifam,Десмедифам,71.0,г/л
607-03-3938-1,Триумф,fenmedifam,Фенмедифам,91.0,г/л
607-03-3938-1,Триумф,etofumezat,Этофумезат,112.0,г/л
008-02-1364-1,ТриходермаВериде 471,gribov-trichoderma-veride-shtamm-471,"Грибов trichoderma veride, штамм 471",1000000000.0,спор/г
228-02-2403-1,Трихоплант,trichoderma-longibrachiatum,Trichoderma longibrachiatum,2000000000.0,КОЕ/см³
039-02-2011-1,Трихофит Плюс,trichoderma-veride,Trichoderma veride,5000000000.0,КОЕ/Мл
139-02-4583-1,Трихоцин,trichoderma-harzianum,Trichoderma harzianum,10000000000.0,КОЕ/г
021-03-2625-1,Трицепс,triflusulfuron-metil,Трифлусульфурон-метил,750.0,г/кг
002-03-9951-0,Трувор,tifensulfuron-metil,Тифенсульфурон-метил,187.5,г/л
002-03-9951-0,Трувор,florasulam,Флорасулам,37.5,г/л
002-03-9951-0,Трувор,flumetsulam,Флуметсулам,25.0,г/л
018-01(02)-732-1,Туарег,imazalil,Имазалил,34.0,г/л
018-01(02)-4957-0,Туарег,imazalil,Имазалил,34.0,г/л
018-01(02)-732-1,Туарег,imidakloprid,Имидаклоприд,280.0,г/л
018-01(02)-4957-0,Туарег,imidakloprid,Имидаклоприд,280.0,г/л
018-01(02)-732-1,Туарег,tebukonazol,Тебуконазол,20.0,г/л
018-01(02)-4957-0,Туарег,tebukonazol,Тебуконазол,20.0,г/л
682-03-10102-0,Тугай,tribenuron-metil,Трибенурон-метил,750.0,г/кг
070-02-3890-1,Тузол,propikonazol,Пропиконазол,250.0,г/л
070-02-3890-1,Тузол,tsiprokonazol,Ципроконазол,80.0,г/л
085-02-4199-1,Тумен,azoksistrobin,Азоксистробин,67.0,г/л
085-02-4199-1,Тумен,difenokonazol,Дифеноконазол,167.0,г/л
585-01-9829-1,ТуринБаш,bacillus-thuringiensis,Bacillus thuringiensis,1000000000.0,КОЕ/Мл
042(275)-02-452-1,Турион,imazalil,Имазалил,66.0,г/л
042(275)-02-452-1,Турион,prohloraz,Прохлораз,132.0,г/л
042(275)-02-452-1,Турион,tritikonazol,Тритиконазол,56.0,г/л
866-02-10097-0,Тэмур,pikoksistrobin,Пикоксистробин,50.0,г/л
866-02-10097-0,Тэмур,tebukonazol,Тебуконазол,60.0,г/л
033-07-1287-1,УкоренитЪ,4-maslyanaya-kislota,4 масляная кислота,5.0,г/кг
682(913)-03-4416-1,Укротитель,klokvintoset-meksil,Клоквинтосет-мексил,27.0,г/л
682(913)-03-4416-1,Укротитель,fenoksaprop-p-etil,Феноксапроп-п-этил,100.0,г/л
178-02-2619-1,Улис,famoksadon,Фамоксадон,250.0,г/кг
178-02-2619-1,Улис,tsimoksanil,Цимоксанил,250.0,г/кг
019-01-1950-1,Ультор,spirotetramat,Спиротетрамат,150.0,г/л
063-02-3665-1,Универсал,tebukonazol,Тебуконазол,500.0,г/л
018-03-1842-1,Унико,florasulama,Флорасулама,2.5,г/л
018-03-1842-1,Унико,fluroksipir,Флуроксипир,100.0,г/л
041-03-4284-0,Ураган Форте,glifosat,Глифосат,500.0,г/л
044-02-2291-1,ФАС,sera,Сера,800.0,г/кг
021-03-2624-1,Фабиан,imazetapir,Имазетапир,450.0,г/кг
021-03-2624-1,Фабиан,hlorimuron-etil,Хлоримурон-этил,150.0,г/кг
097-02-838-1,Фаворит Трио,imazalil,Имазалил,40.0,г/л
002-02-9660-0,Фаворит Трио,imazalil,Имазалил,40.0,г/л
097-02-838-1,Фаворит Трио,tebukonazol,Тебуконазол,60.0,г/л
002-02-9660-0,Фаворит Трио,tebukonazol,Тебуконазол,60.0,г/л
097-02-838-1,Фаворит Трио,tiabendazol,Тиабендазол,60.0,г/л
002-02-9660-0,Фаворит Трио,tiabendazol,Тиабендазол,60.0,г/л
063-01-2089-1,Фазис,fenoksikarb,Феноксикарб,250.0,г/кг
724-07-3201-1,Фазор,maleinovyy-gidrazid,Малеиновый гидразид,800.0,г/кг
063-03-3816-0,Факел,glifosat,Глифосат,360.0,г/л
063-03-9605-0,Факел,glifosat,Глифосат,360.0,г/л
064-03-3765-0,Факел Экстра,glifosat,Глифосат,500.0,г/л
064-03-4914-0,Факел Экстра,glifosat,Глифосат,500.0,г/л
050-02-4750-0,Факир,fludioksonil,Флудиоксонил,250.0,г/л
966-02-4889-0,Фактор Супер,tebukonazola,Тебуконазола,225.0,г/л
966-02-4889-0,Фактор Супер,flutriafola,Флутриафола,75.0,г/л
070-01-3653-1,Фактория,lyambda-tsigalotrin,Лямбда-цигалотрин,106.0,г/л
070-01-3653-1,Фактория,tiametoksam,Тиаметоксам,141.0,г/л
019-02-1456-1,Фалькон,spiroksamin,Спироксамин,250.0,г/л
019-02-1456-1,Фалькон,tebukonazol,Тебуконазол,167.0,г/л
019-02-1456-1,Фалькон,triadimenol,Триадименол,43.0,г/л
097-02-2528-1,Фамокс,famoksadon,Фамоксадон,250.0,г/кг
097-02-2528-1,Фамокс,tsimoksanil,Цимоксанил,250.0,г/кг
019-02-1542-1,Фанданго,protiokonazol,Протиоконазол,100.0,г/л
019-02-1542-1,Фанданго,fluoksastrobin,Флуоксастробин,100.0,г/л
050-02-4936-1,Фанфан,tsiprokonazol,Ципроконазол,250.0,г/л
781-02-9850-1,Фарадей,tebukonazol,Тебуконазол,30.0,г/л
781-02-9850-1,Фарадей,flutriafol,Флутриафол,62.5,г/л
023(197)-02-2555-1,Фараон,tebukonazol,Тебуконазол,250.0,г/л
197-02-3316-1,Фараон Супер,tebukonazol,Тебуконазол,250.0,г/л
197-02-3316-1,Фараон Супер,flutriafol,Флутриафол,250.0,г/л
010-02-4417-1,Фарватер,mefenoksam,Мефеноксам,10.0,г/л
010-02-4417-1,Фарватер,fludioksonila,Флудиоксонила,25.0,г/л
178-02-2987-1,Фарго,tebukonazol,Тебуконазол,250.0,г/л
178-02-2987-1,Фарго,tsiprokonazol,Ципроконазол,80.0,г/л
389-02-1219-1,Фарди,difenokonazol,Дифеноконазол,250.0,г/л
045-02-3696-1,Фармайод,yod,Йод,100.0,г/л
866-02-10015-0,Фарнез,tebukonazol,Тебуконазол,220.0,г/л
866-02-10015-0,Фарнез,flutriafol,Флутриафол,80.0,г/л
018-01-1841-1,Фаскорд,alfa-tsipermetrin,Альфа-ципермeтрин,100.0,г/л
015-01-2685-1,Фастак,alfa-tsipermetrin,Альфа-ципермeтрин,100.0,г/л
126-01-4546-1,Фасшанс,alfa-tsipermetrin,Альфа-ципермeтрин,100.0,г/л
085-01-3001-1,Фатрин,alfa-tsipermetrin,Альфа-ципермeтрин,100.0,г/л
297-03-1424-1,Фаэтон,nikosulfuron,Никосульфурон,40.0,г/л
528-02-3432-1,Фезан 250,tebukonazol,Тебуконазол,250.0,г/л
018-03-3943-1,Фемида,2-4-d,"2,4-Д",320.0,г/л
018-03-3943-1,Фемида,hlorsulfurona,Хлорсульфурона,4.2,г/л
010-01-4055-1,Фендрик,atsetamiprid,Ацетамиприд,400.0,г/л
010-01-4055-1,Фендрик,fipronil,Фипронил,100.0,г/л
018-03-1449-1,Фенизан,dikamba,Дикамба,360.0,г/л
018-03-1449-1,Фенизан,hlorsulfuron,Хлорсульфурон,22.2,г/л
126-03-3637-1,Феникс,klodinafop-propargil,Клодинафоп-пропаргил,80.0,г/л
126-03-3637-1,Феникс,klokvintoset-meksil,Клоквинтосет-мексил,20.0,г/л
062-02-1838-1,Феникс Дуо,tiofanat-metil,Тиофанат - метил,310.0,г/л
062-02-1838-1,Феникс Дуо,flutriafola,Флутриафола,187.0,г/л
070-02-4756-1,Фенозол,difenokonazol,Дифеноконазол,25.0,г/л
070-02-4756-1,Фенозол,fludioksonil,Флудиоксонил,25.0,г/л
046-03-4453-1,Феноксоп 100,klokvintoset-meksil,Клоквинтосет-мексил,27.0,г/л
046-03-5063-1,Феноксоп 100,klokvintoset-meksil,Клоквинтосет-мексил,27.0,г/л
046-03-4453-1,Феноксоп 100,fenoksaprop-p-etil,Феноксапроп-п-этил,100.0,г/л
046-03-5063-1,Феноксоп 100,fenoksaprop-p-etil,Феноксапроп-п-этил,100.0,г/л
178-02-2956-1,Феразим,karbendazim,Карбендазим,500.0,г/л
178-02-2857-1,Феразим Грин,karbendazim,Карбендазим,300.0,г/л
178-02-2857-1,Феразим Грин,piraklostrobin,Пираклостробин,100.0,г/л
489-03-2522-1,Ферат,tribenuron-metil,Трибенурон-метил,750.0,г/кг
126-02-3579-1,Фея,protiokonazol,Протиоконазол,125.0,г/л
126-02-3579-1,Фея,tebukonazol,Тебуконазол,125.0,г/л
278-03-4100-1,Фидес,mefenpir-dietil,Мефенпир-диэтил,27.0,г/л
278-03-4100-1,Фидес,fenoksaprop-p-etil,Феноксапроп-п-этил,100.0,г/л
322-02-1418-1,Филдер,dimetomorf,Диметоморф,90.0,г/кг
322-02-1418-1,Филдер,mankotseb,Манкоцеб,600.0,г/кг
322-02-4717-1,Филдер 69,dimetomorf,Диметоморф,90.0,г/кг
322-02-4717-1,Филдер 69,mankotseb,Манкоцеб,600.0,г/кг
192(424)-02-2496-1,Фильтерр,propikonazol,Пропиконазол,250.0,г/л
192(424)-02-2496-1,Фильтерр,tsiprokonazol,Ципроконазол,80.0,г/л
866-01-4166-1,Фипроксам,tiametoksam,Тиаметоксам,350.0,г/л
866-01-4166-1,Фипроксам,fipronil,Фипронил,150.0,г/л
197(549)-03-3135-1,Фирман,fomesafen,Фомесафен,250.0,г/л
197-03-4734-1,Фирман Экстра,galoksifop-p-metil,Галоксифоп-п-метил,70.0,г/л
197-03-4734-1,Фирман Экстра,fomesafen,Фомесафен,180.0,г/л
148-03-861-1,Фист,pendimetalin,Пендиметалин,330.0,г/л
033-02-3523-1,Фитобактерин+,bacillus-subtilis,Bacillus subtilis,1000000000.0,КОЕ/г
930-01-4625-1,Фитоверм,aversektin-s,Аверсектин с,2.0,г/л
112-01-379-1,Фитоверм,aversektin-s,Аверсектин с,50.0,г/л
930-01-4745-1,Фитоверм,aversektin-s,Аверсектин с,10.0,г/л
045-05-194-1,Фитоверм,aversektin-s,Аверсектин с,8.0,г/кг
930-01-4566-1,Фитоверм М,aversektin-s,Аверсектин с,2.0,г/л
012-01-1326-1,Фитоверм Форте,aversektin-s,Аверсектин с,10.0,г/л
930-01-4746-1,Фитоверм Экстра,aversektin-s,Аверсектин с,50.0,г/л
831-02-3795-1,Фитолавин,fitobakteriomitsin,Фитобактериомицин,32.0,г/л
064-02-626-1,Фитолекарь,flutriafol,Флутриафол,250.0,г/л
064-02-4922-1,"Фитолекарь, КС",flutriafol,Флутриафол,250.0,г/л
163-07-4264-1,Фитомаг,1-metiltsiklopropen,1-метилциклопропен,30.0,г/кг
163-07-2834-1,Фитомаг,1-metiltsiklopropen,1-метилциклопропен,15.0,г/кг
163-07-3464-1,Фитомаг-Пак,1-metiltsiklopropen,1-метилциклопропен,0.5,г/кг
112-02-382-1,Фитоплазмин,makrolidnyytilozinovyy-kompleks,Макролидныйтилозиновый комплекс,200.0,г/л
585-02-3649-1,Фитоспорин-АС,bacillus-subtilis,Bacillus subtilis,100000.0,КОЕ/Мл
585-02-3649-1,Фитоспорин-АС,trichoderma-atroviride,Trichoderma atroviride,100000.0,КОЕ/Мл
585-02-3649-1,Фитоспорин-АС,trichoderma-longibrachiatum,Trichoderma longibrachiatum,100000.0,КОЕ/Мл
585-02-3649-1,Фитоспорин-АС,trichoderma-reesei,Trichoderma reesei,1000000.0,КОЕ/Мл
016-02-2491-1,Фитоспорин-М,bacillus-subtilis,Bacillus subtilis,1000000000.0,спор/Мл
1166-02-3926-1,Фитотрикс,trichoderma-asperellum-m18-shtamm-vkpm-f-1395,Trichoderma asperellum м18 штамм вкпм f-1395,1000000000.0,КОЕ/Мл
197-01-2397-1,ФлагАгро,alyuminiya-fosfid,Алюминия фосфид,560.0,г/кг
042(275)-03-1675-1,Флагман,florasulam,Флорасулам,150.0,г/л
050-03-4709-1,Флазер,flumioksazin,Флумиоксазин,250.0,г/л
010(197)-03-2994-1,ФлангАгро,galoksifop-p-metil,Галоксифоп-п-метил,104.0,г/л
590-02-4192-1,Фланобин,azoksistrobin,Азоксистробин,200.0,г/л
590-02-4192-1,Фланобин,fluazinam,Флуазинам,250.0,г/л
041-03-3000-1,Флекс,fomesafen,Фомесафен,250.0,г/л
014-02-610-1,Флексити,metrafenon,Метрафенон,300.0,г/л
178-02-1932-1,Флинт,tsiprokonazol,Ципроконазол,80.0,г/л
178-02-1932-1,Флинт,epoksikonazol,Эпоксиконазол,120.0,г/л
002-02-10099-0,Фло-Ти-Флу,mefenoksam,Мефеноксам,120.0,г/л
002-02-10099-0,Фло-Ти-Флу,fluazinam,Флуазинам,200.0,г/л
278-02-4113-1,Флокс,tsiprodinil,Ципродинил,750.0,г/кг
586-01-9945-1,Флоники,flonikamid,Флоникамид,500.0,г/кг
б/н Флоракс,Флоракс,2-4-d,"2,4-Д",550.0,г/л
б/н Флоракс,Флоракс,florasulam,Флорасулам,7.4,г/л
329-03-791-1,Флорастар,2-4-d,"2,4-Д",300.0,г/л
329-03-791-1,Флорастар,florasulam,Флорасулам,6.25,г/л
197-02-9754-0,Флоризель,fluazinam,Флуазинам,500.0,г/л
570-03-3431-1,Флорин,2-4-d,"2,4-Д",550.0,г/л
570-03-3431-1,Флорин,florasulam,Флорасулам,7.4,г/л
277-03-3962-1,Флоробел,2-4-d,"2,4-Д",300.0,г/л
277-03-3962-1,Флоробел,florasulam,Флорасулам,6.25,г/л
070-03-3541-1,Флортек,2-4-d,"2,4-Д",550.0,г/л
070-03-3541-1,Флортек,florasulam,Флорасулам,7.4,г/л
852-02-4446-1,Флосул,sera,Сера,800.0,г/л
085-02-4289-1,Флуафол,flutriafol,Флутриафол,250.0,г/л
097-03-4879-0,Флудимакс,g-l-fludioksanil,Г/л флудиоксанил,25.0,г/л
097-02-1451-1,Флудимакс,fludioksonil,Флудиоксонил,25.0,г/л
002-02-4966-0,Флудимакс Супер,g-l-piraklostrobin,Г/л пираклостробин,25.0,г/л
002-02-4966-0,Флудимакс Супер,g-l-protiokonazol,Г/л протиоконазол,50.0,г/л
002-02-4966-0,Флудимакс Супер,g-l-tebukonazol,Г/л тебуконазол,10.0,г/л
002-02-4966-0,Флудимакс Супер,g-l-fludioksonil,Г/л флудиоксонил,37.5,г/л
070-02-4792-1,Флузол,azoksistrobin,Азоксистробин,10.0,г/л
070-02-4792-1,Флузол,tebukonazol,Тебуконазол,15.0,г/л
070-02-4792-1,Флузол,fludioksonil,Флудиоксонил,25.0,г/л
197-02-4748-0,Флуназол,protiokonazol,Протиоконазол,125.0,г/л
197-02-4748-0,Флуназол,fluopiram,Флуопирам,125.0,г/л
192(050)-03-3183-1,Флуорон,triflusulfuron-metil,Трифлусульфурон-метил,500.0,г/кг
097-02-3916-1,Флуплант,flutriafol,Флутриафол,250.0,г/л
866-03-4907-0,Флусулам,florasulama,Флорасулама,100.0,г/л
866-03-4907-0,Флусулам,flumetsulam,Флуметсулам,100.0,г/л
156-01-2112-1,Флутеприд,imidakloprid,Имидаклоприд,400.0,г/л
156-02-2138-1,Флутеприд,imidakloprid,Имидаклоприд,400.0,г/л
156-01-2112-1,Флутеприд,tebukonazol,Тебуконазол,30.0,г/л
156-02-2138-1,Флутеприд,tebukonazol,Тебуконазол,30.0,г/л
156-01-2112-1,Флутеприд,fludioksonil,Флудиоксонил,50.0,г/л
156-02-2138-1,Флутеприд,fludioksonil,Флудиоксонил,50.0,г/л
278-02-5030-1,Флутривит,flutriafol,Флутриафол,250.0,г/л
277-02-1776-1,Флутриобел,flutriafol,Флутриафол,250.0,г/л
489-03-3687-1,Флюенс,tribenuron-metil,Трибенурон-метил,750.0,г/кг
197-03-9690-0,Флюпин,klokvintoset-meksil,Клоквинтосет-мексил,12.0,г/л
197-03-9690-0,Флюпин,pinoksaden,Пиноксаден,50.0,г/л
197-03-9690-0,Флюпин,fluroksipir,Флуроксипир,330.0,г/л
058-03-2786-1,Фокстрот,klokvintoset-meksil,Клоквинтосет-мексил,34.5,г/л
058-03-2786-1,Фокстрот,fenoksaprop-p-etil,Феноксапроп-п-этил,69.0,г/л
058-03-4341-1,Фокстрот Турбо,klokvintoset-meksil,Клоквинтосет-мексил,23.0,г/л
058-03-4341-1,Фокстрот Турбо,fenoksaprop-p-etil,Феноксапроп-п-этил,120.0,г/л
019-02-1306-1,Фоликур,tebukonazol,Тебуконазол,250.0,г/л
583-03-3304-1,Фомаз,fomesafen,Фомесафен,250.0,г/л
699-03-4703-1,Фомдос,diflyufenikan,Дифлюфеникан,100.0,г/л
699-03-4703-1,Фомдос,flufenatset,Флуфенацет,400.0,г/л
002-03-4762-1,Фомезафикс,fomesafen,Фомесафен,250.0,г/л
647-03-3448-1,Фомесан,fomesafen,Фомесафен,250.0,г/л
050(360)-03-3055-1,Фомесофт,fomesafen,Фомесафен,250.0,г/л
570-03-4758-1,Фомус,fomesafen,Фомесафен,250.0,г/л
699-03-4236-1,Фомфлаг,fomesafen,Фомесафен,250.0,г/л
029-02-1076-1,Фонтелис,pentiopirad,Пентиопирад,200.0,г/л
018-03-2458-1,Форвард,hizalofop-p-etil,Хизалофоп-п-этил,60.0,г/л
699-03-4057-1,Фориндо Микс,yodosulfuron-metil-natriy,Йодосульфурон-метил-натрий,1.0,г/л
699-03-4057-1,Фориндо Микс,tienkarbazon-metil,Тиенкарбазон-метил,10.0,г/л
699-03-4057-1,Фориндо Микс,foramsulfuron,Форамсульфурон,31.5,г/л
699-03-4057-1,Фориндо Микс,tsiprosulfamid,Ципросульфамид,15.0,г/л
606-02-3743-1,Форис,flutriafol,Флутриафол,250.0,г/л
021-03-4655-0,Форкаст,diflyufenikan,Дифлюфеникан,150.0,г/л
021-03-4655-0,Форкаст,yodosulfuronmetil-natriya,Йодосульфуронметил-натрия,8.0,г/л
021-03-4655-0,Форкаст,mefenpir-dietila,Мефенпир-диэтила,30.0,г/л
082-03-4777-0,Формазон,bentazon,Бентазон,350.0,г/л
082-03-4777-0,Формазон,fomesafen,Фомесафен,150.0,г/л
050(360)-03-4063-1,Формуляр,klokvintoset-meksil,Клоквинтосет-мексил,50.0,г/л
050(360)-03-4063-1,Формуляр,fenoksaprop-p-etil,Феноксапроп-п-этил,100.0,г/л
041-01-2540-1,Форс,teflutrin,Тефлутрин,200.0,г/л
041-01-2667-1,Форс,teflutrin,Тефлутрин,15.0,г/кг
041-01-3370-1,Форс Зеа,teflutrin,Тефлутрин,80.0,г/л
041-01-3370-1,Форс Зеа,tiametoksam,Тиаметоксам,200.0,г/л
042-01-1390-1,Форсер Энто,imidakloprid,Имидаклоприд,600.0,г/л
197-01-4798-0,ФортАгро,klotianidin,Клотианидин,350.0,г/л
197-01-4798-0,ФортАгро,teflutrin,Тефлутрин,80.0,г/л
041-01-3074-1,Фортенза,tsiantraniliprol,Циантранилипрол,600.0,г/л
004-03-5005-1,Фортис,prometrin,Прометрин,500.0,г/л
018-03-4280-1,Фортиссимо,2-4-d,"2,4-Д",200.0,г/л
018-03-4280-1,Фортиссимо,aminopiralid,Аминопиралид,10.0,г/л
018-03-4280-1,Фортиссимо,florasulam,Флорасулам,5.0,г/л
184(026)-02-2992-1,Фортуна Глобал,mankotseb,Манкоцеб,750.0,г/кг
184(026)-02-3050-1,Фортуна Голд,mankotseb,Манкоцеб,400.0,г/кг
184(026)-02-3050-1,Фортуна Голд,tsimoksanil,Цимоксанил,40.0,г/кг
184(026)-02-2843-1,Фортуна Экстра,mankotseb,Манкоцеб,640.0,г/кг
184(026)-02-2843-1,Фортуна Экстра,mefenoksam,Мефеноксам,40.0,г/кг
092-01-2137-1,Фоском,alyuminiya-fosfid,Алюминия фосфид,560.0,г/кг
057-01-1999-1,Фостоксин,alyuminiya-fosfid,Алюминия фосфид,560.0,г/кг
063-01-2850-1,Фостран,dimetoat,Диметоат,400.0,г/л
549-01-4783-1,Фосфин,alyuminiya-fosfid,Алюминия фосфид,560.0,г/кг
004-01-5022-1,Фосфин,alyuminiya-fosfid,Алюминия фосфид,560.0,г/кг
297-02-2996-1,Фразол,tebukonazol,Тебуконазол,60.0,г/л
297-02-2996-1,Фразол,triadimenol,Триадименол,60.0,г/л
297-02-2277-1,Фразол Классик,tebukonazol,Тебуконазол,60.0,г/л
297-03-1455-1,Франкорн,mezotrion,Мезотрион,480.0,г/л
456-07-1623-1,Фреш Форма,1-metiltsiklopropen,1-метилциклопропен,35.0,г/кг
590-02-4930-1,Фрина,piraklostrobin,Пираклостробин,500.0,г/л
334-03-821-1,Фронтьер Оптима,dimetenamid-r,Диметенамид-р,720.0,г/л
197-02-10017-0,Фрументо,protiokonazol,Протиоконазол,40.0,г/л
197-02-10017-0,Фрументо,prohloraz,Прохлораз,100.0,г/л
215-02-2536-1,Фуджи 1,izoprotiolan,Изопротиолан,416.0,г/л
