reg_no,name,kind,use_product,registrant,ogrn,reg_date,reg_until,status,n_brands,brands
321-10-4121-1,Удобрение комплексное гранулированное NPK1:5:55,комплексное NPK,ЛС,АО «ОХК» «УРАЛХИМ»,1077761874024,19.05.2016,18.05.2026,Не действует,0,
241-11-2545-1,Удобрение комплексное гранулированное Бона Форте,комплексное NPK,Л,"АО ""РУСИНХИМ""",1027739335580,24.03.2020,23.03.2030,Действует,7,NPK 8:20:30 | NPK 6:18:34 | NPK 8:15:30 | NPK 10:20:20 | NPK 17:10:14 | NPK 17:6:14 | NPK 15:15:15
522-11-2098-1,Удобрение комплексное микроэлементное Аквадон-Микро,микроудобрение,ЛС,ООО «ОРГПОЛИМЕРСИНТЕЗ СПб»,1037821071551,31.01.2019,30.01.2029,Действует,10,Универсальный | Для плодово-ягодных культур | Для риса | Для рапса | Для свеклы | Для зерновых культур | Для овощных культур | Для технических культур | Для бобовых культур | Для многолетних трав
975-15-4884-1,"Удобрение комплексное минеральное Батр растворимый, (C,ЛС)",комплексное NPK,,ИП Каримов Айрат Габделхаевич,317169000191129,09.06.2025,бессрочно,Действует,5,"Батр растворимый 40:0:0+3,5S+1Mg+ МЭ | Батр растворимый 35:0:0+7S+2Mg+М Э | Батр растворимый 18:18:18+5S+1,5Mg+МЭ | Батр растворимый 6:10:32+6S+2Mg+ МЭ | Батр растворимый 2:38:26+4,5S+1,5Mg+МЭ"
345-13-3801-1,Удобрение комплексное минеральное с микроэлементами (тукосмесь),микроудобрение,,АО «Фертика»,1097746681317,22.01.2016,21.01.2026,Не действует,9,Фертика Универсал-2 | Фертика Картофельное-5 | Фертика Осеннее | Фертика Газонное. Весна-Лето | Фертика Газонное. Осень | Фертика Цветочное | Фертика Плюс | Фертика Полевое | Фертика Свекловичное-6
345-11-9896-1,Удобрение комплексное минеральное с микроэлементами Фертика Универсал-2,микроудобрение,ЛС,АО «Фертика»,1097746681317,09.04.2026,бессрочно,Действует,8,Фертика Универсал-2 | Фертика Картофельное-5 | Фертика Полевое | Фертика Осеннее | Фертика Свекловичное-6 | Фертика Газонное. Весна-Лето | Фертика Газонное. Осень | Фертика Цветочное
497-10-1947-1,Удобрение комплексное минеральное стекловидное пролонгированного действия Агровитаква – АВА,азотное,ЛС,ООО «ВИТА-АВА»,1107847321174,09.07.2018,08.07.2028,Действует,6,АВА | АВА-1 | АВА-2 | АВА с карбамидом | Агровитамины АВА | Агровитамины АВА с карбамидом
783-13-3961-1,Удобрение комплексное органоминеральное КомплеМет,комплексное NPK,ЛС,ООО НТП-Синтез,,20.01.2023,19.01.2033,Действует,8,Старт | Зерно Импульс | Бутон | Сад-Огород Импульс | Кукуруза Импульс | Бобовые Импульс | Рапс Импульс | Актив
783-13-4589-1,Удобрение комплексное органоминеральное КомплеМет,комплексное NPK,C,ООО НТП-Синтез,,29.05.2024,28.05.2034,Действует,1,Лен Импульс
783-13-10080-1,Удобрение комплексное органоминеральное КомплеМет Рубин,комплексное NPK,ЛС,Общество с ограниченной ответственностью «НТП-Синтез»,,18.08.2026,17.08.2036,Действует,1,Рубин
910-13-4384-1,Удобрение комплексное органоминеральное ПЕНТАКИП ГИПЕР,комплексное NPK,ЛС,ООО Логитракон Лоджистик,1057746416452,26.01.2024,25.01.2034,Действует,0,
309-11-728-1,Удобрение комплексное “КомплеМет”,микроудобрение,ЛС,ООО «ДжМ-ТрансСервис»»,,29.07.2015,28.07.2025,Не действует,9,КомплеМет – Бор | КомплеМет – Железо | КомплеМет – Железо+Цинк | КомплеМет – Кальций | КомплеМет – Картофель | КомплеМет – Рапс | КомплеМет – СО | КомплеМет – Томаты Земля | КомплеМет – Кукуруза
310-11-729-1,Удобрение комплексное “КомплеМет”,комплексное NPK,ЛС,ООО «ММ-групп,,29.07.2015,28.07.2025,Не действует,3,КомплеМет – Зерно Н | КомплеМет – Свекла Н | КомплеМет – РКМg
321-11-4024-1,Удобрение комплекстное водорастворимое,комплексное NPK,ЛС,АО «ОХК» «УРАЛХИМ»,1077761874024,14.03.2023,бессрочно,Действует,4,Старт 28:14:14+МЭ | Финал 12:12:36+МЭ | Финал 15:15:30+МЭ | Финал 3:11:38+4MgO+М Э
299-15-3081-1,Удобрение контролируемого высвобождения Осмокот,прочее,ЛС,Эверрис Интернешнл Б.В.,,10.06.2021,09.06.2031,Действует,10,Про 3-4 М | Про 5-6 М | Про 8-9 М | Экзакт Стандарт 8-9 М | Экзакт Хай К 5-6 М | Экзакт Хай К 8-9 М | Экзакт Хай Энд 8-9 М | Экзакт Протект 5-6 М | Топдресс 5-6 М | Топдресс 4-5 М
983-19-9614-1,"Удобрение микробиологическое Нутрибио N,Виксеран",биоудобрение,C,"Серес Биотикс Тек, С.Л.",,03.10.2025,02.10.2035,Действует,2,Нутрибио N | Виксеран
870-19-4077-1,Удобрение микробиологическое СойлЛайф,биоудобрение,ЛС,ООО Зеленая миля,1207700084613,26.04.2023,25.04.2033,Действует,5,СойлЛайф Азот | СойлЛайф Фосфор | СойлЛайф Старт | СойлЛайф Имуно | СойлЛайф Стимул
241-11-2519-1,Удобрение минеральное NPK+Мg+Si+МЭ,комплексное NPK,Л,"АО ""РУСИНХИМ""",1027739335580,28.05.2019,27.05.2029,Действует,15,"7,5:7,5:7,5 | 6,5: 9,5:9,5 | 5:13:13 | 7,5:7:7,5 | 6: 9:10 | 5: 12:14 | 2,5: 5:8 | 2,5: 6:8 | 9:4,5:4,5 | 12: 5:5 | 8: 4:4 | 12:4:4 | 13,5: 4:5 | 3:10:15 | 2: 8:12"
577-10-2433-1,Удобрение минеральное Агрисилика,прочее,ЛС,ООО Побег,1187746915399,17.10.2019,16.10.2029,Действует,3,Агрисилика – Г | Агрисилика – П | Агрисилика – П100
289-11-3122-1,Удобрение минеральное Актисид,прочее,C,«Агронутрисион»,,21.04.2021,20.04.2031,Действует,0,
255-11-815-1,Удобрение минеральное Ван Иперен,комплексное NPK,,ЗАО «МНПП «Фарт»,,23.10.2015,22.10.2025,Не действует,4,Водорастворимый NPK 11-19-19+ 3 МgO+26SO3+ микроэлементы | Гранулированный NPK 12-12-17 | Гранулированный NPK 7-14-28 | Гранулированный NPK 12-10-18
289-11-3121-1,Удобрение минеральное Оптисид,прочее,C,«Агронутрисион»,,21.04.2021,20.04.2031,Действует,0,
627-10-2378-1,Удобрение минеральное СерпенОМ,прочее,C,АО ОРЕНБУРГСКИЕ МИНЕРАЛЫ,1025602137956,07.07.2020,06.07.2030,Действует,2,порошок | гранулы
289-11-3125-1,Удобрение минеральное Сиднержи,прочее,C,«Агронутрисион»,,26.04.2021,25.04.2031,Действует,0,
289-11-2726-1,Удобрение минеральное Стармакс,микроудобрение,,,,03.07.2020,02.07.2030,Действует,14,Голд | Тонус | Кальций | Азот | Колос | Бор | Вмо | В2М | МЦ | Магний | Сера | Медь | Марганец | Лето
991-10-9731-1,Удобрение минеральное Струвит,прочее,C,"АО ""МОСВОДОКАНАЛ""",1127747298250,17.12.2025,бессрочно,Действует,0,
321-10-3235-1,Удобрение минеральное биомодифицированное,биоудобрение,C,АО «ОХК» «УРАЛХИМ»,1077761874024,20.07.2021,19.07.2031,Действует,5,УльтраСтарт NP 10-40 | УльтраСтарт NP 11-48 | УльтраСтарт NP 12-52 | ОптиГроу РК 15-15 | ОптиГроу РК 18-18
321-10-3503-1,Удобрение минеральное биомодифицированное,комплексное NPK,ЛС,АО «ОХК» «УРАЛХИМ»,1077761874024,02.03.2022,бессрочно,Действует,5,МультиСтарт NPKS 8-20-30 (3) | МультиСтарт NPKS 10-20-20 (6) | МультиСтарт NPKS 10-26-26 (2) | МультиСтарт NPKS 15-15-15 (11) | МультиСтарт NPKS 27-6-6 (2)
534(526)-11-2149-1,Удобрение минеральное жидкое Надежда,стимулятор / жидкое комплексное,ЛС,ООО «АгроСибПром»,1113850002540,06.03.2019,05.03.2029,Действует,3,N | P | K
970-10-4863-1,Удобрение минеральное комплексного действия Сапонит,комплексное NPK,ЛС,"АО ""СЕВЕРАЛМАЗ""",1022901494945,05.05.2025,бессрочно,Действует,0,
1005-11-9994-1,Удобрение минеральное с микроэлементами НАКРЕМИН,микроудобрение,ЛС,"ООО ""АЛЕКС ГРУПП""",1187847178518,03.06.2026,бессрочно,Действует,0,
508-11-2001-1,Удобрение минеральное с микроэлементами НаноКремний,микроудобрение,ЛС,ООО «НАНОКРЕМНИЙ»,1155027003977,01.10.2018,30.09.2028,Действует,0,
565-16-2436-1,Удобрение минеральное фосфатно-магниевое Фосфомаг,магниевое,C,ООО «АЛЬП»,1162651077159,18.10.2019,17.10.2029,Действует,0,
1007-18-10016-1,Удобрение на основе гуминовых веществ с микроэлементами из торфа Агри39 Агри39-2-гумат обогащенный K,грунт / субстрат,ЛС,"ООО ""КАЛИНИНГРАДСКИЙ КАЛИЙ""",1223900011444,17.06.2026,16.06.2036,Действует,6,"Агри39-1-фульват обогащенный K,N,Мg,Fe,S | Агри39-2-фульват обогащенный K,N,Мg,Fe,S | Агри39-3-фульват обогащенный K,N,Мg,Fe,S | Агри39-1-гумат обогащенный K,N | Агри39-2-гумат обогащенный K,N | Агри39-3-гумат обогащенный K,N"
205-18-9902-1,"Удобрение на основе гуминовых кислот Биотех Гумат Плюс,Люкс",гумат,ЛС,ООО «Биотехагро»,1042306451384,13.04.2026,12.04.2036,Действует,2,Плюс | Люкс
254-13-1459-1,Удобрение на основе гуминовых кислот Гумифул Про,гумат,ЛС,ООО «БИОКЕФАРМ РУС»,1097746641981,12.04.2017,11.04.2027,Действует,0,
558-18-2308-1,Удобрение на основе гуминовых кислот с микроэлементами Биоплант Флора,гумат,ЛС,ООО «Русский метод»,,09.07.2019,08.07.2029,Действует,0,
559-18-2306-1,Удобрение на основе гуминовых кислот с микроэлементами Экор Премиум,гумат,ЛС,ИП Чурбанов М.А.,,09.07.2019,08.07.2029,Действует,0,
784-18-3440-1,Удобрение на основе гумусовых веществ ЭКО-СП+,прочее,ЛС,ООО «ЭКОР-СП»,1177746922231,23.12.2021,22.12.2031,Действует,3,А | В | С
905-20-4320-1,Удобрение на основе помета птичьего Урожай,органическое,C,АО «ПТИЦЕФАБРИКА КРАСНОДОНСКАЯ»,1133455000810,15.12.2023,14.12.2033,Действует,0,
927-20-4519-1,Удобрение органическое БИО,биоудобрение,ЛС,ООО ППЗ Свердловский,1069652015366,22.04.2024,21.04.2034,Действует,0,
960-20-9783-1,Удобрение органическое Биогумус,биоудобрение,Л,"ООО ""БИОТЕК""",1027400872410,29.01.2026,29.01.2036,Действует,0,
383-20-1186-1,Удобрение органическое Биуд-Компост,органическое,ЛС,ООО «ЭКО-АГТИ»,1025002032582,01.08.2016,31.07.2026,Не действует,5,КРС | ПОМ | СВИН | КОН | НОР
626-20-2740-1,Удобрение органическое Идаванг Агро,органическое,C,ООО ИДАВАНГ АГРО,1084716000412,07.07.2020,06.07.2030,Действует,2,Сухое | Жидкое
923-20-4490-1,Удобрение органическое Конструктозем,органическое,ЛС,ООО Тексхимсервис,1197746543994,01.04.2024,31.03.2034,Действует,0,
856-20-3972-1,Удобрение органическое Мастер Гриб,органическое,ЛС,ООО Мастер Гриб,1166196086946,30.01.2023,29.01.2033,Действует,0,
797-20-3549-1,Удобрение органическое Салика,органическое,ЛС,ООО «АВАГРО РУС»,1176196006161,08.04.2022,07.04.2032,Действует,6,Аваноф | Авоплекс | Реал Повер | Стоп Дур | Рут | Зекфул
212-20-1946-1,Удобрение органическое Сафран,органическое,Л,ООО «САФ-НЕВА»,,19.06.2018,18.06.2028,Действует,3,Сафран Натурол | Сафран Фертисофт | Сафран Нутрифит
212(379)-20-1158-1,Удобрение органическое Фертил,органическое,ЛС,ООО «ВОРОНЕЖСКИЕ ДРОЖЖИ»,1053600234456,18.07.2016,17.07.2026,Не действует,2,Фертил Оригинал | Фертил Экстра
212-20-9709-1,Удобрение органическое Фертисаф,органическое,ЛС,"ООО ""САФ-НЕВА""",1027807577291,05.12.2025,04.12.2035,Действует,0,
443-18-1520-1,Удобрение органическое гуминовое жидкое ГУМАТ Платоний,гумат,ЛС,ООО «Кубань-Агро-Гуматы»,1162369050403,30.06.2017,29.06.2027,Действует,0,
880-18-4197-1,Удобрение органическое жидкое Пользамакс,органическое,ЛС,"ООО НПФ ""Экобиотехнология""",1153668006128,11.09.2023,10.09.2033,Действует,0,
616-20-2655-1,Удобрение органическое из бесподстилочного свиного навоза,органическое,C,ООО «АГРОФИРМА АРИАНТ»,1137424000207,21.04.2020,20.04.2030,Действует,2,А | Б
571-20-3407-1,Удобрение органическое на оснвое отходов животноводства (помета куриного),органическое,C,ПАО «Птицефабрика Челябинская»,1037401636139,19.09.2019,18.09.2029,Действует,0,
957-20-4776-1,Удобрение органическое на основе навоза свиного Краснодонское,органическое,ЛС,КХК АО «КРАСНОДОНСКОЕ»,1023405367633,14.01.2025,13.01.2035,Действует,1,"Рассыпчатое, Жидкое"
735-20-3230-1,Удобрение органическое на основе птичьего помета Биогум,биоудобрение,ЛС,ООО «НИЖНЕТАГИЛЬСКАЯ ПТИЦЕФАБРИКА»,1036601251004,16.07.2021,15.07.2031,Действует,2,А – рассыпчатое | Б – гранулированное
944-20-4637-1,Удобрение органическое на основе фугата Органикум,органическое,ЛС,ООО Инвестиционно-консалтинговая компания Развитие,1065027030309,22.07.2024,21.07.2034,Действует,2,гранулы | раствор
797-20-3550-1,Удобрение органическое с содержанием аминокислот Салика,органическое,ЛС,ООО «АВАГРО РУС»,1176196006161,21.03.2022,20.03.2032,Действует,4,Авамин | Биг Басе | Аминоасит | Сар Актива Са
449-13-1556-1,Удобрение органоминеральное «КУ-8 «АГРОФОН»,прочее,ЛС,ООО «НПО «ВЫМПЕЛ»,1056154023133,27.09.2017,26.09.2027,Действует,0,
462-13-1667-1,Удобрение органоминеральное Агровит-Кор,прочее,ЛС,ООО Научный Центр «Нооэкосфера – ХХ1»,1026104359588,19.12.2017,18.12.2027,Действует,2,А | Б
530-13-2146-1,Удобрение органоминеральное БТР,прочее,ЛС,ООО «БиоТехнологии»,1123128004350,04.03.2019,03.03.2029,Действует,0,
848-18-3891-1,Удобрение органоминеральное Гуматы Хакасии,гумат,ЛС,ООО «БОГРАДХИМАГРО»,1022401540633,01.12.2022,30.11.2032,Действует,2,ГЖ | ГСв
990-13-9787-1,Удобрение органоминеральное КомплеМет марка Эластико Эластико,прочее,ЛС,Общество с ограниченной ответственностью «НТП-Синтез»,,03.02.2026,02.02.2036,Действует,1,Эластико
098-13-1093-1,Удобрение органоминеральное Полидон Био,гумат,,ООО «ПОЛИДОН Агро»,1127747201713,27.04.2016,26.04.2026,Не действует,8,Полидон Био Универсальный | Полидон Био Масличный | Полидон Био Бобовые | Полидон Био Профи | Полидон Био ГуматСупер 20 | Полидон Био Свекла | Полидон Био Зерновой | Полидон Био Кукуруза
928-13-4556-1,Удобрение органоминеральное ФОЛКРОП NPK амино,комплексное NPK,ЛС,"Састейнебл Агро Солюшнс, С.А.У.",,03.05.2024,02.05.2034,Действует,3,ФОЛКРОП СЕТ + | АКТИСЕМО-С | РАДИКС ТИМ ФОРТЕ +
928-13-4557-1,Удобрение органоминеральное ФОЛКРОП Мезо,микроудобрение,ЛС,"Састейнебл Агро Солюшнс, С.А.У.",,13.05.2024,12.05.2034,Действует,5,РАДИКС КАЛЬЦИЙ | РАДИКС КАЛЬЦИЙ 5 | ФОЛКРОП Са-B | СОЛЮМ ОРТИ | ФОЛКРОП Mg
609-13-2554-1,Удобрение органоминеральное Форкроп,комплексное NPK,,ООО АгроУслуги,1077746281205,16.03.2020,15.03.2030,Действует,4,Фолкроп В-Мо | Фрутбустер+ | Актисемо-Л | Форкроп Голден 10-14-4
635-13-2773-1,Удобрение органоминеральное Хефе,прочее,,,,17.08.2020,16.08.2030,Действует,6,Ариа | Хефе Амино Плюс | Уно | Хефе Гама | Хефе Ксил | Вей
521-13-2229-1,Удобрение органоминеральное Чифо,прочее,ЛС,ЧИФО С.Р.Л.,,20.05.2019,19.05.2029,Действует,3,Чифо Синергон 2000 | Чифо Беталга | Чифо ЭРТ 23 Плюс
386-13-2026-1,Удобрение органоминеральное гранулированное,комплексное NPK,Л,ООО «ТПК «НОВ-АГРО»,1145321003850,04.02.2019,03.02.2029,Действует,5,"Для любых овощей, корнеплодов и картофеля | Для любых ягодных и плодовых культур | Для любых цветочных культур | Универсальное | Для газонов"
386-13-2145-1,Удобрение органоминеральное жидкое,стимулятор / жидкое комплексное,Л,ООО «ТПК «НОВ-АГРО»,1145321003850,04.03.2019,03.03.2029,Действует,4,А | Б | В | Г
880-13-5082-1,Удобрение органоминеральное жидкое Пользамакс Цинк,микроудобрение,C,"ООО НПФ ""Экобиотехнология""",1153668006128,25.08.2025,24.08.2035,Действует,6,"Mg, S | Зерновой | Бор | Хелат | Антистресс | Цинк"
917-13-4436-1,"Удобрение органоминеральное комплексное Органо ферт, растворимый концентрат",микроудобрение,ЛС,ООО Гумат Живая Природа,1195027003490,28.02.2024,27.02.2034,Действует,4,"Органо ферт S, растворимый концентрат | Органо ферт В, растворимый концентрат | Органо Ферт Zn, растворимый концентрат | Органо ферт растворимый концентрат"
884-11-4214-1,Удобрение с микроэлементами,микроудобрение,ЛС,ООО АГРОС,1203200005106,03.10.2023,бессрочно,Действует,5,А | Б | В | Г | Д
312-11-712-1,Удобрение сложное,комплексное NPK,C,АО «АПАТИТ»,1025100561012,21.07.2015,20.07.2025,Не действует,3,0-25-25 | 0-20-20+5S | 5-20-20+5S
445-10-3152-1,Удобрение сложное,комплексное NPK,C,АО «АПАТИТ»,1025100561012,20.05.2021,19.05.2031,Действует,2,4-12-32+5S | 1-20-20+5S
312-10-1658-1,"Удобрение сложное азотно-фосфатное, высший и первый сорт",азотное,C,АО «АПАТИТ»,1025100561012,15.12.2014,14.12.2024,Не действует,0,
321-10-830-1,Удобрение сложное азотно-фосфорное,азотное,ЛС,АО «ОХК» «УРАЛХИМ»,1077761874024,29.10.2015,28.10.2025,Не действует,1,33:3 (Азотофосфат)
321-10-9615-1,Удобрение сложное азотно-фосфорное (Азотофосфат),азотное,ЛС,АО «ОХК» «УРАЛХИМ»,1077761874024,03.10.2025,03.10.2035,Действует,1,марка 33:3
311-10-1045-1,Удобрение сложное азотно-фосфорное серосодержащее,азотное,ЛС,ООО «ЕвроХим-БМУ»,1062303006930,18.03.2016,17.03.2026,Не действует,3,14-34 | 15-25 | 16-20
311-10-863-1,Удобрение сложное азотно-фосфорное серосодержащее,азотное,C,ООО «ЕвроХим-БМУ»,1062303006930,12.11.2015,11.11.2025,Не действует,1,20:20
463-10-1672-1,Удобрение сложное минеральное NPK,комплексное NPK,ЛС,ООО «Титановые Инвестиции»,1147746689265,25.12.2017,24.12.2027,Действует,8,NPK 8-35-20 | NPK 9-25-25 | NPK 10-20-20 | NPK 10-26-26 | NPK 12-32-12 | NPK 13-19-19 | NPK 15-15-15 | NPK 16-16-8
411-11-1331-1,Удобрение типа Калимаг,прочее,C,ООО «Экологические технологии в Прикамье»,,19.01.2017,18.01.2027,Действует,1,"1 фракции Н,М,С"
321-11-4120-1,Удобрение фосфорно-калийное РК 5:55,фосфорное,ЛС,АО «ОХК» «УРАЛХИМ»,1077761874024,22.01.2016,21.01.2026,Не действует,0,
308-19-720-1,Удобрениемикробиологическое БИЭМ,биоудобрение,ЛС,ИП Дугарова Дарима Цыдыпова,,29.07.2015,28.07.2025,Не действует,3,Концентрат | Водный раствор | Сухое
312-10-2391-1,Удобрениесложное,комплексное NPK,C,АО «АПАТИТ»,1025100561012,11.09.2019,10.09.2029,Действует,7,"5-15-30+5S | 10-15-15+10S | 10-15-15+10S+0,2Zn | 0-20-30+2S | 0-24-24+2S | 2-20-18+5S | 2-20-18+5S+0,2B"
188-10-1355-1,Удобрения жидкие азотные (KAС),азотное,C,ОАО «КуйбышевАзот»,,29.10.2015,28.10.2025,Не действует,2,КАС-30 | КАС-32
312-10-1656-1,Удобрения жидкие комплексные (ЖКУ),комплексное NPK,ЛС,АО «АПАТИТ»,1025100561012,25.11.2014,24.11.2024,Не действует,2,11-37 | 10-34
335-10-1610-1,Удобрения жидкие минеральные карбамидно-аммиачная смесь (КАС),азотное,C,"КАО ""АЗОТ""",1024200705077,21.11.2017,20.11.2027,Действует,4,КАС-32 | КАС-30 | КАС-28 | КАС-23S
958-17-4916-1,Удобрения калийные Калий хлористый марка Мелкий,калийное,C,"ООО ""ИХК""",1243800005349,05.08.2025,бессрочно,Действует,0,
382-10-9711-1,Удобрения комплексные минеральные NPK Монокалийфосфат,комплексное NPK,ЛС,"ОАО ""БХЗ""",1024401232382,08.12.2025,бессрочно,Действует,0,
483-13-1908-1,Удобрения комплексные органоминеральные Батр,микроудобрение,ЛС,ООО «НПЦ «Сервис – Агро»,1171690034603,11.05.2018,10.05.2028,Действует,10,Барт Гум | Батр 40 Азот | Батр Макс | Батр Бор | Батр Сера | Батр Цинк | Батр Медь | Батр Молибден | Батр Амин | Батр Калий
325-15-4862-1,Удобрения комплексные с микроэлементами Селитра аммиачная марка Б,азотное,C,ПАО «Дорогобуж»,1026700535773,05.05.2025,бессрочно,Действует,0,
403-10-1415-1,Удобрения минеральные,комплексное NPK,Л,ООО «Соломис Трейд»,,16.03.2017,15.03.2027,Действует,16,"Удобрение для декоративнолистных растений NPK4-5-6 с микроэлементами | Удобрение для кактусов и бонсай NPK 6-3-6 с микроэлементами | Удобрение для орхидей NPK 5-4-6 с микроэлементами | Удобрение для рододендронов, азалий и гортензий NPK 7-3-5 с микроэлементами | Удобрение для роз NPK 7-6-7 с микроэлементами | Удобрение для хвойных растений с магнием | Удобрение для цитрусовых и тропических растений NPK 9-3-5 с микроэлементами | Универсальное жидкое удобрение NPK 6-4-5 с микроэлементами | Универсальное жидкое удобрение NPK 6-4-5 | Долгодействующее удобрение для газона NPK 20-5-8+2+1 с магнием и железом | Удобрение с запрограммированным действием для комнатных, балконных и садовых растений NPK 18-14-14+2 с магнием | Долгодействующее удобрение для рододендронов, азалий и гортензий NPK 18-10-12+2 с магнием | Долгодействующее удобрение для роз NPK 10-10-18+2 с магнием | Долгодействующее удобрение для хвойных растений NPK 10-8-16+2 с магнием | Ускоритель компостизации NPK 4-1-1+6 с магнием | Удобрен"
460-28-10126-1,Удобрения минеральные кальциевые Нитрат кальция (кальциевая селитра),азотное,C,"ООО ""ЕВРОХИМ ТРЕЙДИНГ РУС""",1157746926480,21.09.2026,бессрочно,Действует,0,
460-27-10094-1,Удобрения минеральные магниевые Сульфат магния (7-водный),магниевое,C,"ООО ""ЕВРОХИМ ТРЕЙДИНГ РУС""",1157746926480,21.08.2026,бессрочно,Действует,0,
018-21-3989-1,Ультрамаг Бор,микроудобрение,ЛС,"АО ""ЩЕЛКОВО АГРОХИМ""",1025006519427,22.02.2023,21.02.2033,Действует,0,
018-13-4374-1,Ультрамаг Кальций Актив,кальциевое / известкование,ЛС,"АО ""ЩЕЛКОВО АГРОХИМ""",1025006519427,24.01.2024,23.01.2034,Действует,0,
018-10-3042-1,Ультрамаг Супер Сера-900,прочее,ЛС,"АО ""ЩЕЛКОВО АГРОХИМ""",1025006519427,03.03.2021,02.03.2031,Действует,0,
018-21-2661-1,Ультрамаг Супер Цинк-700,микроудобрение,C,"АО ""ЩЕЛКОВО АГРОХИМ""",1025006519427,23.04.2020,22.04.2030,Действует,0,
018-10-2662-1,Ультрамаг Фосфор,прочее,C,"АО ""ЩЕЛКОВО АГРОХИМ""",1025006519427,23.04.2020,22.04.2030,Действует,2,Актив | Супер
018-21-3993-1,Ультрамаг Хелат,микроудобрение,ЛС,"АО ""ЩЕЛКОВО АГРОХИМ""",1025006519427,01.03.2023,28.02.2033,Действует,4,Fe-13 | Mn-13 | Zn-15 | Cu-15
018-11-9661-1,"Ультрамикс Развитие,Рост",прочее,ЛС,"АО ""ЩЕЛКОВО АГРОХИМ""",1025006519427,06.11.2025,бессрочно,Действует,2,Рост | Развитие
400-11-2013-1,Ультрасол,комплексное NPK,,,,10.10.2018,09.10.2028,Действует,11,"Ультрасол 15-30-15+МЭ | Ультрасол 30-10-10+2МgO+ MЭ | Ультрасол 15-15-30+MЭ | Ультрасол 18-18-18+1МgO+ MЭ | Ультрасол 20-20-20+MЭ | Ультрасол Томатный Сойл 15-8-25+3,5МgO+ MЭ | Ультрасол Огуречный Сойл 17-7-21+3МgO+M Э | Ультрасол Клубничный Сойл 14-6,5-26+3,2МgO +MЭ | Ультрасол Цветочный Сойл 18-6-19+3МgO+M Э | Ультрасол 17-10-27+MЭ | Ультрасол 12-12-36+2МgO+ MЭ"
428-19-3264-1,Ультраспор,прочее,ЛС,ООО «ЭКОС»,1147847338088,16.08.2021,15.08.2031,Действует,4,Спорекс | Спорион | Ультрекс | Микотоп
428-19-1466-1,Ультрастим,прочее,C,ООО «ЭКОС»,1147847338088,14.04.2017,13.04.2027,Действует,3,А | Б | В
428-19-2231-1,Ультрафит,прочее,C,ООО «ЭКОС»,1147847338088,21.05.2019,20.05.2029,Действует,0,
408-18-1322-1,Универсальное,комплексное NPK,,ООО «Плодородие»,1024401435541,12.01.2017,11.01.2027,Действует,13,Универсальное | Для комнатных растений | Для рассады | Для клубники | Для томатов | Для огурцов | Для лука и чеснока | Для капусты | Для хвойных | Для роз | Для садовых цветов | Для перцев и баклажанов | Паста универсальное
044-11-1328-1,Универсальное минеральноеудобрение,комплексное NPK,Л,ЗАО ООО «НПО «Гигиена-Био»,1115001007428,16.01.2017,15.01.2027,Действует,6,Cударушка А | Сударушка Б | Рязаночка А | Рязаночка Б | Семицветик А | СемицветикБ
809-11-3638-1,Универсальное удобрение Йоркей,комплексное NPK,Л,ООО «ЙОРКЕЙ РУС»,1202500004486,18.04.2022,бессрочно,Действует,6,NPK-1 | NPK-2 | NPK-3 | NPK-4 | NPK-5 | NPK-6
299-11-1450-1,Универсол,прочее,ЛС,Эверрис Интернешнл Б.В.,,07.04.2017,06.04.2027,Действует,13,"Хард Ватер 211 | Хард Ватер 225 | Софт Ватер 312 Р | Софт Ватер 113Р | Софт Ватер 213Р | Зеленый, Желтый | Фиолетовый | Голубой | Оранжевый | Основной | Белый | Специальный 104 | Специальный П"
399-21-4617-1,Униглу,прочее,ЛС,Атлантика Агрикола С.А.,,18.06.2024,17.06.2034,Действует,0,
532-13-10024-1,УниферХ УниферХ Бетино Цинк рН,микроудобрение,ЛС,УниферХ Интернешнл ГмбХ,,23.06.2026,22.06.2036,Действует,10,УниферХ Вуксал Аминоплант | УниферХ Вуксал Аминокальций | УниферХ ВеганоХ | УниферХ Вегано Кальций | УниферХ Бетино | УниферХ Бетино Кальций | УниферХ Бетино Борон | УниферХ Бетино Микро рН | УниферХ Бетино Железо | УниферХ Бетино Цинк рН
643-13-2849-1,Урожайная линия,гумат,ЛС,ООО НПЦ ПИТАНИЕ РАСТЕНИЙ,1162372053678,20.10.2020,19.10.2030,Действует,17,Супер Старт | Гумат Калия/Натрия Микро | Экстра N | Экстра Р | Экстра К | Микро Комплекс | Экстра Mg | Экстра В | Экстра Zn | Экстра Fe | Экстра Cu | Экстра Ca/Mg/B | Экстра Са | Экстра Mn | Экстра Мо | Экстра В/Мо | Экстра Мо/Со
345-11-2279-1,ФЕРТИКА,комплексное NPK,ЛС,АО «Фертика»,1097746681317,18.06.2019,17.06.2029,Действует,5,"ФЕРТИКА Листовое 18-18-18 | ФЕРТИКА Листовое 10-5-40 | ФЕРТИКА Листовое 4-13-36 | ФЕРТИКА Плюс 6,4-11-31 | ФЕРТИКА Плюс 12-11-26"
345-13-4810-1,ФЕРТИКА ОМУ,комплексное NPK,ЛС,АО «Фертика»,1097746681317,26.02.2025,25.02.2035,Действует,4,Универсальное | Для клубники и земляники | Для роз | Осеннее
