regulation_id,reg_no,product,brand,use,norm,crop_raw,method,page
795,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 15:30:15+2MgО+М Э,Л,"1,5-2 г/л воды","Овощные, цветочные культуры (рассада)","Подкормка растений в фазе 2-3 настоящих листьев, через 10-15 дней после пикировки и далее 1-2 раза до высадки в грунт. Расход рабочего раствора: корневая подкормка – до увлажнения земляногокома, некорневая – до смачивания листовой поверхности",248
796,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 15:30:15+2MgО+М Э,Л,50 г/10 л воды,"Овощные, цветочные культуры (рассада)",Полив почвы перед высадкой растений. Расход рабочего раствора – 2-3 л/м2,248
797,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 15:30:15+2MgО+М Э,Л,15-20 г/10 л воды,Овощные культуры,"Подкормка растений через 1-2 недели после высадки рассады (или появления всходов) и далее 1-2 подкормки с интервалом 10-15 дней (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка – 3 л/10 м2",248
798,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 15:30:15+2MgО+М Э,Л,10-15 г/10 л воды,Зеленные культуры,Корневая подкормка растений через 5-7 дней после появления всходов (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора – 4-10 л/м2,248
799,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 15:30:15+2MgО+М Э,Л,25 г/10 л воды,Картофель,Внесение при посадке. Расход рабочего раствора – 1 л/растение,248
800,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 15:30:15+2MgО+М Э,Л,15-20 г/10 л воды,Земляника,"Подкормка растений весной в начале возобновления вегетации и в фазе бутонизации. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая – 1-1,5 л/10 м2",249
801,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 15:30:15+2MgО+М Э,Л,15-20 г/10 л воды,"Ягодные, декоративные культуры (кустарники)","Подкормка растений весной в начале возобновления вегетации. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка – 1,5-2 л/10 м2 или растение",249
802,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 15:30:15+2MgО+М Э,Л,20-25 г/10 л воды,"Плодовые, декоративные культуры (деревья)","Подкормка растений весной в начале возобновления вегетации. Расход рабочего раствора: корневая подкормка – 4-10 л/м2 приствольного круга, некорневая подкормка – 2-8 л/растение",249
803,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 15:30:15+2MgО+М Э,Л,10-15 г/10 л воды,Цветочно-декоративные культуры,"Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка – 1-1,5 л/10 м2",249
804,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 15:30:15+2MgО+М Э,Л,"1,5-2 г/л воды",Цветочно-декоративные культуры (горшечные),"Некорневая подкормка растений в период активного роста. Расход рабочего раствора: корневая подкормка – до увлажнения земляногокома, некорневая подкормка – до смачивания листовой поверхности растения",250
805,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,C,30-250 кг/га в год,Все культуры,"Основное, припосевное внесение",250
806,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,C,2-20 кг/га,Все культуры,Внесение в почву перед посевом или при посеве. Расход рабочего раствора – в зависимости от нормы полива,250
807,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,C,"3-20 кг/га (концентрация рабочего раствора 1,5-2 %)",Все культуры (открытый грунт),"Некорневая подкормка растений в течение вегетационного периода 2-3 раза (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора: полевые культуры – 200-300 л/га, плодово-ягодные культуры, виноград – 800-1000 л/га",250
808,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,C,2-4 кг/га (максимальная концентрация раствора – 1 %),"Зеленные культуры, редис",Некорневая подкормка растений в течение вегетационного периода 2-3 раза (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора – 200-400 л/га,250
809,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,C,"15-20 кг/га (концентрация рабочего раствора 1,5-2%)","Овощные, цветочно-декоративные культуры (защищенный грунт)",Некорневая подкормка растений в течение вегетационного периода 2-5 раз (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора – 1000 л/га,250
810,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,C,5-20 кг/га,"Овощные, цветочно-декоративные культуры (защищенный грунт)",Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора – в зависимости от нормы полива,251
811,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,C,10-20 кг/га,"Овощные, технические, кормовые, плодово-ягодные, цветочно-декоративные культуры (открытый грунт)",Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора – в зависимости от нормы полива,251
812,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,Л,"1,5-2 г/л воды","Овощные, цветочные культуры (рассада)","Подкормка растений в фазе 2-3 настоящих листьев, через 10-15 дней после пикировки и далее 1-2 раза до высадки в грунт. Расход рабочего раствора: корневая подкормка – до увлажнения земляногокома, некорневая – до смачивания листовой поверхности",251
813,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,Л,50 г/10 л воды,"Овощные, цветочные культуры (рассада)",Полив почвы перед высадкой растений. Расход рабочего раствора – 2-3 л/м2,251
814,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,Л,15-20 г/10 л воды,Овощные культуры,"Подкормка растений через 1-2 недели после высадки рассады (или появления всходов) и далее 1-2 подкормки с интервалом 10-15 дней (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка – 3 л/10 м2",252
815,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,Л,10-15 г/10 л воды,Зеленные культуры,Корневая подкормка растений через 5-7 дней после появления всходов (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора – 4-10 л/м2,252
816,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,Л,25 г/10 л воды,Картофель,Внесение при посадке. Расход рабочего раствора – 1 л/растение,252
817,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,Л,15-20 г/10 л воды,Земляника,"Подкормка растений весной в начале возобновления вегетации и в фазе бутонизации. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая – 1-1,5 л/10 м2",252
818,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,Л,15-20 г/10 л воды,"Ягодные, декоративные культуры (кустарники)","Подкормка растений весной в начале возобновления вегетации. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка – 1,5-2 л/10 м2 или растение",252
819,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,Л,20-25 г/10 л воды,"Плодовые, декоративные культуры (деревья)","Подкормка растений весной в начале возобновления вегетации. Расход рабочего раствора: корневая подкормка – 4-10 л/м2 приствольного круга, некорневая подкормка – 2-8 л/растение",253
820,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,Л,10-15 г/10 л воды,Цветочно-декоративные культуры,"Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка – 1-1,5 л/10 м2",253
821,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 11:40:11+2MgО+М Э,Л,"1,5-2 г/л воды",Цветочно-декоративные культуры (горшечные),"Некорневая подкормка растений в период активного роста. Расход рабочего раствора: корневая подкормка – до увлажнения земляногокома, некорневая подкормка – до смачивания листовой поверхности растения",253
822,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,C,30-250 кг/га в год,Все культуры,"Основное, припосевное внесение",253
823,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,C,2-20 кг/га,Все культуры,Внесение в почву перед посевом или при посеве. Расход рабочего раствора – в зависимости от нормы полива,253
824,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,C,"3-20 кг/га (концентрация рабочего раствора 1,5-2 %)",Все культуры (открытый грунт),"Некорневая подкормка растений в течение вегетационного периода 2-3 раза (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора: полевые культуры – 200-300 л/га, плодово-ягодные культуры, виноград – 800-1000 л/га",254
825,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,C,2-4 кг/га (максимальная концентрация раствора – 1 %),"Зеленные культуры, редис",Некорневая подкормка растений в течение вегетационного периода 2-3 раза (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора – 200-400 л/га,254
826,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,C,"15-20 кг/га (концентрация рабочего раствора 1,5-2%)","Овощные, цветочно-декоративные культуры (защищенный грунт)",Некорневая подкормка растений в течение вегетационного периода 2-5 раз (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора – 1000 л/га,254
827,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,C,5-20 кг/га,"Овощные культуры, цветочно-декоративные культуры (защищенный грунт)",Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора – в зависимости от нормы полива,254
828,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,C,10-20 кг/га,"Овощные, технические, кормовые, плодово-ягодные, цветочно-декоративные культуры (открытый грунт)",Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора – в зависимости от нормы полива,255
829,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,Л,"1,5-2 г/л воды","Овощные, цветочные культуры (рассада)","Подкормка растений в фазе 2-3 настоящих листьев, через 10-15 дней после пикировки и далее 1-2 раза до высадки в грунт. Расход рабочего раствора: корневая подкормка – до увлажнения земляногокома, некорневая – до смачивания листовой поверхности",255
830,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,Л,50 г/10 л воды,"Овощные, цветочные культуры (рассада)",Полив почвы перед высадкой растений. Расход рабочего раствора – 2-3 л/м2,255
831,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,Л,15-20 г/10 л воды,Овощные культуры,"Подкормка растений через 1-2 недели после высадки рассады (или появления всходов) и далее 1-2 подкормки с интервалом 10-15 дней (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка – 3 л/10 м2",255
832,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,Л,10-15 г/10 л воды,Зеленные культуры,Корневая подкормка растений через 5-7 дней после появления всходов (последняя подкормка не позднее чем за 20 дней до сбора урожая). Расход рабочего раствора - 4-10 л/м2,256
833,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,Л,25 г/10 л воды,Картофель,Внесение при посадке. Расход рабочего раствора – 1 л/растение,256
834,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,Л,15-20 г/10 л воды,Земляника,"Подкормка растений весной в начале возобновления вегетации и в фазе бутонизации. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая – 1-1,5 л/10 м2",256
835,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,Л,15-20 г/10 л воды,"Ягодные, декоративные культуры (кустарники)","Подкормка растений весной в начале возобновления вегетации. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка – 1,5-2 л/10 м2 или растение",256
836,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,Л,20-25 г/10 л воды,"Плодовые, декоративные культуры (деревья)","Подкормка растений весной в начале возобновления вегетации. Расход рабочего раствора: корневая подкормка – 4-10 л/м2 приствольного круга, некорневая подкормка – 2-8 л/растение",256
837,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,Л,10-15 г/10 л воды,Цветочно-декоративные культуры,"Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка – 1-1,5 л/10 м2",257
838,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Старт 13:40:13+МЭ,Л,"1,5-2 г/л воды",Цветочно-декоративные культуры (горшечные),"Некорневая подкормка растений в период активного роста. Расход рабочего раствора: корневая подкормка – до увлажнения земляногокома, некорневая подкормка – до смачивания листовой поверхности растения",257
839,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,C,30-250 кг/га в год,Все культуры,"Основное, припосевное внесение",257
840,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,C,"3-20 кг/га (концентрация рабочего раствора 1,5-2 %)",Все культуры (открытый грунт),"Некорневая подкормка растений в течение вегетационного периода 2-5 раз. Расход рабочего раствора: полевые культуры – 200-300 л/га, плодово-ягодные культуры, виноград – 800-1000 л/га",257
841,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,C,"15-20 кг/га (концентрация рабочего раствора 1,5-2 %)","Овощные, цветочно-декоративные культуры (защищенный грунт)",Некорневая подкормка растений в течение вегетационного периода 2-5 раз. Расход рабочего раствора – 1000 л/га,257
842,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,C,5-20 кг/га,"Овощные, цветочно-декоративные культуры (защищенный грунт)",Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода. Расход рабочего раствора – в зависимости от нормы полива,257
843,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,C,10-20 кг/га,"Технические, овощные, плодово-ягодные культуры, цветочно-декоративные культуры (открытый грунт)",Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода. Расход рабочего раствора – в зависимости от нормы полива,258
844,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,Л,30-50 г/10 л воды,"Картофель, свекла столовая, капуста, морковь","Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка -4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",258
845,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,Л,20-25 г/10 л воды,"Лук, томат, огурец, дыня","Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка -4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",258
846,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,Л,10-15 г/10 л воды,"Редис, салат","Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 1-2 раза с интервалом 7-10 дней. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",258
847,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,Л,15-20 г/10 л воды,"Баклажан, перец","Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая -1-1,5 л/10 м2",259
848,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,Л,15-20 г/10 л воды,Земляника,"Подкормка растений весной в начале возобновления вегетации, в фазе бутонизации, после цветения и после сбора урожая. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",259
849,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,Л,10-20 г/10 л воды,"Ягодные, декоративные культуры (кустарники)","Подкормка растений весной в начале возобновления вегетации и далее 3-5 раз с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка -4-10 л/м2, некорневая подкормка – 1,5-2 л/10 м2 или растение",259
850,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,Л,25 г/10 л воды,"Плодовые, декоративные культуры (деревья)","Подкормка растений весной в начале возобновления вегетации и далее 3-5 раз с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка -4-10 л/м2 приствольного круга, некорневая подкормка - 2-8 л/растение",259
851,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,Л,20-25 г/10 л воды,Цветочно-декоративные культуры,"Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 4-6 раз с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка -4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",260
852,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 18:18:18+3MgО+М Э,Л,"1,5-2 г/л воды",Цветочно-декоративные культуры (горшечные),"Некорневая подкормка растений в период активного роста. Расход рабочего раствора: корневая подкормка – до увлажнения земляногокома, некорневая подкормка – до смачивания листовой поверхности растения",260
853,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,C,30-250 кг/га в год,Все культуры,"Основное, припосевное внесение",260
854,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,C,"3-20 кг/га (концентрация рабочего раствора 1,5-2 %)",Все культуры (открытый грунт),"Некорневая подкормка растений в течение вегетационного периода 2-5 раз. Расход рабочего раствора: полевые культуры – 200-300 л/га, плодово-ягодные культуры, виноград – 800-1000 л/га",260
855,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,C,"15-20 кг/га (концентрация рабочего раствора 1,5-2 %)","Овощные, цветочно-декоративные культуры (защищенный грунт)",Некорневая подкормка растений в течение вегетационного периода 2-5 раз. Расход рабочего раствора – 1000 л/га,260
856,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,C,5-20 кг/га,"Овощные, цветочно-декоративные культуры (защищенный грунт)",Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода. Расход рабочего раствора – в зависимости от нормы полива,260
857,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,C,10-20 кг/га,"Технические, овощные, плодово-ягодные культуры, цветочно-декоративные культуры (открытый грунт)",Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода. Расход рабочего раствора – в зависимости от нормы полива,261
858,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,Л,30-50 г/10 л воды,"Картофель, свекла столовая, капуста, морковь","Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка -4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",261
859,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,Л,20-25 г/10 л воды,"Лук, томат, огурец, дыня","Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка -4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",261
860,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,Л,10-15 г/10 л воды,"Редис, салат","Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 1-2 раза с интервалом 7-10 дней. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",261
861,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,Л,15-20 г/10 л воды,"Баклажан, перец","Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая -1-1,5 л/10 м2",262
862,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,Л,15-20 г/10 л воды,Земляника,"Подкормка растений весной в начале возобновления вегетации, в фазе бутонизации, после цветения и после сбора урожая. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",262
863,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,Л,10-20 г/10 л воды,"Ягодные, декоративные культуры (кустарники)","Подкормка растений весной в начале возобновления вегетации и далее 3-5 раз с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка -4-10 л/м2, некорневая подкормка – 1,5-2 л/10 м2 или растение",262
864,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,Л,25 г/10 л воды,"Плодовые, декоративные культуры (деревья)","Подкормка растений весной в начале возобновления вегетации и далее 3-5 раз с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка -4-10 л/м2 приствольного круга, некорневая подкормка - 2-8 л/растение",262
865,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,Л,20-25 г/10 л воды,Цветочно-декоративные культуры,"Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 4-6 раз с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка -4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",263
866,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 19:19:19+МЭ,Л,"1,5-2 г/л воды",Цветочно-декоративные культуры (горшечные),"Некорневая подкормка растений в период активного роста. Расход рабочего раствора: корневая подкормка – до увлажнения земляногокома, некорневая подкормка – до смачивания листовой поверхности растения",263
867,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 20:20:20+МЭ,C,30-250 кг/га в год,Все культуры,"Основное, припосевное внесение",263
868,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 20:20:20+МЭ,C,"3-20 кг/га (концентрация рабочего раствора 1,5-2 %)",Все культуры (открытый грунт),"Некорневая подкормка растений в течение вегетационного периода 2-5 раз. Расход рабочего раствора: полевые культуры – 200-300 л/га, плодово-ягодные культуры, виноград – 800-1000 л/га",263
869,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 20:20:20+МЭ,C,"15-20 кг/га (концентрация рабочего раствора 1,5-2 %)","Овощные, цветочно-декоративные культуры (защищенный грунт)",Некорневая подкормка растений в течение вегетационного периода 2-5 раз. Расход рабочего раствора – 1000 л/га,263
870,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 20:20:20+МЭ,C,5-20 кг/га,"Овощные, цветочно-декоративные культуры (защищенный грунт)",Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода. Расход рабочего раствора – в зависимости от нормы полива,263
871,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 20:20:20+МЭ,C,10-20 кг/га,"Технические, овощные, плодово-ягодные культуры, цветочно-декоративные культуры (открытый грунт)",Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода. Расход рабочего раствора – в зависимости от нормы полива,264
872,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 20:20:20+МЭ,Л,30-50 г/10 л воды,"Картофель, свекла столовая, капуста, морковь","Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка -4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",264
873,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 20:20:20+МЭ,Л,20-25 г/10 л воды,"Лук, томат, огурец, дыня","Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка -4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",264
874,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 20:20:20+МЭ,Л,10-15 г/10 л воды,"Редис, салат","Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 1-2 раза с интервалом 7-10 дней. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая подкормка -1-1,5 л/10 м2",264
875,321-11-9940-1,Удобрение комплексное водорастворимое Старт 13:40:13+МЭ,Универсал 20:20:20+МЭ,Л,15-20 г/10 л воды,"Баклажан, перец","Подкормка растений через 7-10 дней после появления всходов или высадки рассады и далее 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: корневая подкормка – 4-10 л/м2, некорневая -1-1,5 л/10 м2",265
