reg_no,name,slug,form,conc,klass,registrant,ogrn,hazard_human,hazard_bees,reg_date,reg_until,status,has_lph
192-03-644-1,Спикер,spiker,КЭ,422 г/л Дикамба (диметиламинная соль) + 18 г/л флорасулам,гербицид,+ 18 г/л флорасулам) ООО ГК «ЗемлякоФФ»,1037724060560,III,III,21.04.2015,20.04.2025,Не действует,0
866-01-4186-1,Спинтор КА,spintor-ka,СК,240 г/л Спиносад,инсектицид,ООО Кортева Агрисаенс Рус,1106195008787,III,I,21.08.2023,20.08.2033,Действует,0
041-02-9789-1,Спирале,spirale,КЭ,375 г/л фенпропидин + 100 г/л Дифеноконазол,фунгицид,"ООО ""СИНГЕНТА""",1037739325271,II,III,03.02.2026,02.02.2036,Действует,0
021-02-4486-0,Спирит,spirit,СК,240 г/л Азоксистробин + 160 г/л эпоксиконазол,фунгицид,АО Фирма «Август»,1025006038958,II,III,29.03.2024,28.03.2027,Действует,0
033-02-447-1,Споробактерин,sporobakterin,СП,"10⁸ КОЕ/г Bacillussubtilis + 10⁶ КОЕ/г Trichoderma viride, штамм 4097",фунгицид,ООО «ОРТОН»,1025004916573,IV,III,31.10.2014,30.10.2024,Не действует,1
058-04-2878-1,Спотлайт Плюс,spotlayt-plyus,МЭ,60 г/л карфентразон-этил,десикант,«КЕМИНОВА А/С»,,III,III,16.11.2020,15.11.2030,Действует,0
018-03-3920-0,Спрут,sprut,ВР,360 г/л Глифосат кислоты (изопропиламинная соль),гербицид,АО «Щелково Агрохим»,1025006519427,II,III,27.12.2022,26.12.2025,Не действует,0
018-03-9895-0,Спрут,sprut,ВР,360 г/л Глифосата кислота (изопропиламинная соль),гербицид,"АО ""ЩЕЛКОВО АГРОХИМ""",1025006519427,II,III,08.04.2026,07.04.2029,Действует,0
018-03-4269-0,Спрут Экстра,sprut-ekstra,ВР,540 г/л Глифосат кислоты (калиевая соль),гербицид,АО «Щелково Агрохим»,1025006519427,II,III,29.11.2023,28.11.2026,Действует,0
024-07-2583-1,Стабилан,stabilan,ВР,460 г/л Хлормекватхлорид,регулятор роста,Нуфарм ГмбХ & КО КГ,,II,III,10.03.2020,09.03.2030,Действует,0
018-02-10081-1,Стаккато,stakkato,Ж,1х109 КОЕ/Мл Bacillus amyloliquefaciens 133 (ВКПМ В-11986),фунгицид,"АО ""ЩЕЛКОВО АГРОХИМ""",1025006519427,III,III,18.08.2026,17.08.2036,Действует,1
043(042)-03-2119-1,Сталкер,stalker,ВДГ,750 г/кг трибенурон-метил,гербицид,"ООО «Сибагрохим», ООО «ФОРВАРД»","1025402493555, 1105476055277",III,III,22.02.2019,21.02.2029,Действует,0
015-02-3110-1,Стандак Топ,standak-top,КС,250 г/л Фипронил + 225 г/л Тиофанат - метил + 25 г/л Пираклостробин,инсектицид,БАСФ Агро Б.В.,,II,-,15.04.2021,14.04.2031,Действует,0
192-03-4475-1,Статус Голд,status-gold,ВДГ,300 г/кг трибенурон-метил + 350 г/кг тифенсульфурон-метил + 100 г/кг флорасулам,гербицид,ООО ГК «ЗемлякоФФ»,1037724060560,III,III,29.03.2024,26.12.2025,Действует,0
192-03-4474-1,Статус Крос,status-kros,СЭ,45 г/л Пиноксаден + 5 г/л флорасулам + 12 г/л антидот -клоквинтосет-мексил,гербицид,ООО ГК «ЗемлякоФФ»,1037724060560,III,III,30.03.2024,29.03.2034,Действует,0
192-03-1086-1,Статус Макс,status-maks,ВДГ,500 г/кг тифенсульфурон-метил + 250 г/кг трибенурон-метил + 80 г/кг флорасулам,гербицид,ООО ГК «ЗемлякоФФ»,1037724060560,III,III,18.04.2016,17.04.2026,Не действует,0
192-03-3709-1,Статус Фло,status-flo,КЭ,"418 г/л 2,4-Д (сложный 2-этилгексиловый эфир) + 12 г/л флорасулам",гербицид,+ 12 г/л флорасулам) ООО ГК «ЗемлякоФФ»,1037724060560,II,III,08.06.2022,07.06.2032,Действует,0
014-03-2686-1,Стеллар Плюс,stellar-plyus,ВРК,160 г/л Дикамба (натриевая соль) + 50 г/л топрамезон,гербицид,+ 50 г/л топрамезон) «БАСФ СЕ»,,II,III,28.05.2020,27.05.2030,Действует,0
021-02-4365-1,Стерлинг,sterling,ВСК,40 г/л Протиоконазол + 30 г/л Дифеноконазол,фунгицид,АО Фирма «Август»,1025006038958,III,-,16.01.2024,15.01.2034,Действует,0
139-02-3162-1,Стернифаг,sternifag,СП,"10¹⁰ КОЕ/г Trichoderma harzianum, штамм ВКМ F-4099D",фунгицид,ООО Управляющая компания «АБТ-групп»,,IV,III,27.05.2021,26.05.2031,Действует,0
021-01-3340-1,Стилет,stilet,МД,100 г/л Индоксакарб + 40 г/л Абамектин,инсектицид,АО Фирма «Август»,1025006038958,II,I,21.10.2021,20.10.2031,Действует,0
021-02-10006-0,Стилус,stilus,СК,125 г/л Дитианон,фунгицид,"АО ФИРМА ""АВГУСТ""",1025006038958,III,III,10.06.2026,09.06.2029,Действует,1
792-07-3533-1,Стиммунол ЕФ,stimmunol-ef,Ж,"0,68 г/л L-лейцин + 8,84 г/л L-аргинин + 0,3 г/л L-пролин",регулятор роста,ООО «ЭКОПРОЕКТ-НТ»,1103610000229,IV,III,18.03.2022,17.03.2032,Действует,0
389-07-4829-1,Стиморос,stimoros,ВК,100 г/л 6-бензиладенин,регулятор роста,ООО «АГРОПРОГРЕСС КЭМИКАЛС»,1157847140296,III,III,13.03.2025,12.03.2035,Действует,0
639-07-3214-1,Стимулэйт,stimuleyt,Ж,"0,09 г/л 6-фурфуриламинопурин + 0,05 г/л гиббереллиновая кислота А3 + 0,05 г/л 4(индол-3ил) масляная кислота",регулятор роста,"масляная кислота) Столлер Интерпрайсис, Инк.",,IV,III,13.07.2021,12.07.2031,Действует,0
004-02-5023-1,Стингер,stinger,КС,60 г/л Тебуконазол,фунгицид,ООО НПО «РАХ»,1037706005050,II,-,03.04.2017,02.04.2027,Действует,0
004(549)-02-5014-1,Стингер Трио,stinger-trio,КС,80 г/л Тиабендазол + 60 г/л Тебуконазол + 60 г/л Имазалил,фунгицид,"ООО НПО «РАХ», ООО «АгроХимИнвест»","1037706005050, 5137746013400",II,-,17.12.2020,16.12.2030,Действует,0
021-03-4513-1,Стингрей,stingrey,КЭ,"50 г/л Пиноксаден + 12,5 г/л антидот -клоквинтосет-мексил",гербицид,АО Фирма «Август»,1025006038958,III,III,10.04.2024,09.04.2034,Действует,0
008-01-673-1,Стожар,stozhar,РП,20 г/кг Ацетамиприд,инсектицид,ООО «Ваше хозяйство»,1025203566728,III,II,02.06.2015,01.06.2025,Не действует,1
192-07-10105-0,Стоик,stoik,ВР,720 г/л Этефон,регулятор роста,"ООО ГК ""ЗЕМЛЯКОФФ""",1037724060560,II,III,28.08.2026,27.08.2029,Действует,0
015-03-3290-1,Стомп Профессионал,stomp-professional,МКС,455 г/л Пендиметалин,гербицид,БАСФ Агро Б.В.,,III,III,10.09.2021,09.09.2031,Действует,0
177-08-3524-1,СтопУлит,stopulit,Г,30 г/кг Метальдегид,моллюскоцид,Арксада Лтд,,III,-,08.08.2016,07.08.2026,Не действует,1
178-02-1339-1,Страйк Форте,strayk-forte,КС,225 г/л Тебуконазол + 75 г/л Флутриафол,фунгицид,ООО «Агро Эксперт Груп»,1027708006996,II,III,25.01.2017,01.04.2020,Действует,0
042(275)-03-822-1,Стратег,strateg,КС,40 г/л никосульфурон,гербицид,"ООО «ФОРВАРД», ООО «АГРОДИМ»","1105476055277, 1136449005351",III,III,28.10.2015,27.10.2025,Не действует,0
014-03-1337-1,Стратос Ультра,stratos-ultra,КЭ,100 г/л Циклоксидим,гербицид,«БАСФ СЕ»,,III,III,20.01.2017,19.01.2027,Действует,0
112-02-2356-1,Стрекар,strekar,КС,25 г/л Фитобактериомицин + 70 г/л Карбендазим,фунгицид,ООО «Фармбиомедсервис»,,II,III,28.08.2019,27.08.2029,Действует,0
012-03-776-1,Стриж,strizh,ВДГ,687 г/кг Глифосат кислоты (изопропиламинная соль),гербицид,ООО Фирма «Зеленая Аптека Садовода»,1037700040564,III,III,11.09.2015,10.09.2025,Не действует,1
148-03-1601-1,Стрим,strim,КЭ,960 г/л С-Метолахлор,гербицид,ООО «ЮПЛ»,1157746848490,III,III,21.11.2017,20.11.2027,Действует,0
082-01-1489-1,Стрит,strit,КС,600 г/л Имидаклоприд,инсектицид,ООО «Интер Групп»,1084312000420,III,-,02.05.2017,15.02.2024,Действует,0
014-02-3566-1,Строби,strobi,ВДГ,500 г/кг Крезоксим-метил,фунгицид,«БАСФ СЕ»,,III,III,23.03.2022,22.03.2032,Действует,0
064-02-10063-0,Стробитек,strobitek,ВДГ,500 г/кг Крезоксим-метил,фунгицид,ООО «Химагромаркетинг»,1032305700008,III,III,05.08.2026,04.08.2029,Действует,0
064-02-1221-1,Стробитек,strobitek,ВДГ,500 г/кг Крезоксим-метил,фунгицид,ООО «Химагромаркетинг»,1032305700008,III,III,05.09.2016,04.09.2026,Не действует,0
064-02-2894-1,Стробитек Мульти,strobitek-multi,КС,150 г/л Пропиконазол + 125 г/л Крезоксим-метил,фунгицид,ООО «Химагромаркетинг»,1032305700008,II,III,23.11.2020,22.11.2030,Действует,0
126-02-2047-1,Стробишанс Про,strobishans-pro,СК,200 г/л Азоксистробин + 80 г/л Ципроконазол,фунгицид,ООО «Шанс»,1093668046812,II,III,09.11.2018,08.11.2028,Действует,0
869-01-4870-1,Стэйт,steyt,МКС,250 г/л г/л лямбда-цигалотрин,инсектицид,ЮПЛ Холдингс Кооператив Ю.А.,,II,I,26.05.2025,25.05.2035,Действует,0
021-07-4994-0,Стэнли,stenli,КЭ,250 г/л Тринексапак-этил,регулятор роста,АО Фирма «Август»,1025006038958,III,III,27.08.2025,26.08.2028,Действует,0
893-02-9735-1,Сублимза,sublimza,Ж,"1Х10⁷ спор/Мл Trichoderma afroharzianum, штамм Th2RI99",фунгицид,"РИЗОБАКТЕР ФРАНС САС, Франция",,III,III,18.12.2025,17.12.2035,Действует,0
156-03-3029-1,Султан,sultan,СК,500 г/л Метазахлор,гербицид,ООО «АДАМА РУС»,1062310039934,III,III,24.02.2021,23.02.2031,Действует,0
032-01-2058-1,Суми-альфа,sumi-alfa,КЭ,50 г/л Эсфенвалерат,инсектицид,Сумитомо Кемикал Агро Юроп С.А.С.,,III,I,16.11.2018,15.11.2028,Действует,1
032-01-2057-1,Сумитион,sumition,КЭ,500 г/л Фенитротион,инсектицид,Сумитомо Кемикал Агро Юроп С.А.С.,,III,I,16.11.2018,15.11.2028,Действует,0
021-02(01)-10005-0,Супер Макс,super-maks,ВСК,125 г/л Тиаметоксам + 25 г/л Флудиоксонил + 15 г/л Тебуконазол,инсектицид,"АО ФИРМА ""АВГУСТ""",1025006038958,II,-,10.06.2026,09.06.2029,Действует,0
322-01-4715-1,Суперкилл,superkill,КЭ,500 г/л Хлорпирифос + 50 г/л циперметрин,инсектицид,Ариста ЛайфСайенс Бенилюкс СПРЛ,,III,I,01.09.2015,31.08.2025,Не действует,0
322-01-947-1,Суперкилл,superkill,КЭ,500 г/л Хлорпирифос + 50 г/л циперметрин,инсектицид,Ариста ЛайфСайенс Бенилюкс СПРЛ,,III,I,01.09.2015,31.08.2025,Не действует,0
999-01-9982-0,Суперкилл,superkill,КЭ,500 г/л Хлорпирифос + 50 г/л циперметрин,инсектицид,Ариста ЛайфСайенс Бенилюкс СРЛ,,III,I,27.05.2026,26.05.2029,Действует,0
178-03-2347-1,Суперкорн,superkorn,МД,"150 г/л Мезотрион + 60 г/л никосульфурон + 11,25 г/л тифенсульфурон-метил",гербицид,ООО «Агро Эксперт Груп»,1027708006996,III,III,15.08.2019,14.08.2029,Действует,0
002-03-2181-1,Суперстар,superstar,ВДГ,750 г/кг трибенурон-метил,гербицид,ООО «АГРУСХИМ»,1057747562509,III,III,02.04.2019,01.04.2029,Не действует,0
002-03-4856-0,Суперстар,superstar,ВДГ,750 г/кг трибенурон-метил,гербицид,ООО «АГРУСХИМ»,1057747562509,III,III,25.04.2025,24.04.2028,Действует,0
002-03-4454-1,Суперстар Голд,superstar-gold,ВДГ,375 г/кг трибенурон-метил + 375 г/кг тифенсульфурон-метил,гербицид,ООО «АГРУСХИМ»,1057747562509,III,III,12.03.2024,11.03.2034,Действует,0
586-02-9946-0,Суррендер,surrender,ВСК,100 г/л Флудиоксонил,фунгицид,Глобакем НВ,,III,-,13.05.2026,12.05.2029,Действует,0
021-03(04)-1700-1,Суховей,suhovey,ВР,150 г/л Дикват (дибромид),гербицид,АО Фирма «Август»,1025006038958,III,III,28.10.2015,12.09.2019,Не действует,0
021-03(04)-9729-0,Суховей,suhovey,ВР,280 г/л Диквата дибромида (150 г/л в пересчете на дикват ион),гербицид,"АО ФИРМА ""АВГУСТ""",1025006038958,III,III,17.12.2025,16.12.2028,Действует,0
019-02-819-1,Сфера макс,sfera-maks,КС,375 г/л Трифлоксистробин + 160 г/л Ципроконазол,фунгицид,Байер КропСайенс АГ,,III,III,23.10.2015,22.10.2025,Не действует,0
019-02-9624-0,Сфера макс,sfera-maks,КС,375 г/л Трифлоксистробин + 160 г/л Ципроконазол,фунгицид,Байер КропСайенс АГ,,III,III,09.10.2025,08.10.2028,Действует,0
023(197)-02-2495-1,Сфинкс,sfinks,КС,60 г/л Тебуконазол,фунгицид,"ООО «АНПП «Агрохим-XXI», ООО «Агрохим ХХ1»","1027700119710, 5067746338150",II,-,10.12.2019,09.12.2029,Действует,0
019-01(02)-3932-1,Сценик Комби,stsenik-kombi,КС,"250 г/л Клотианидин + 37,5 г/л флуоксастробин + 37,5 г/л Протиоконазол + 5 г/л Тебуконазол",инсектицид,Байер КропСайенс АГ,,II,-,09.01.2023,08.01.2033,Действует,0
021-01-2605-1,Сэмпай,sempay,КЭ,50 г/л Эсфенвалерат,инсектицид,АО Фирма «Август»,1025006038958,III,I,17.03.2020,16.03.2030,Действует,0
021-02-1694-1,ТМТД,tmtd,ВСК,400 г/л Тирам,фунгицид,АО Фирма «Август»,1025006038958,III,-,22.11.2017,21.11.2027,Действует,0
050-02-2818-1,ТМТД,tmtd,ТПС,400 г/л Тирам,фунгицид,ЗАО «ФМРус»,1097746208207,III,-,28.09.2020,27.09.2030,Действует,0
095-02-3450-1,ТМТД-плюс,tmtd-plyus,КС,400 г/л Тирам,фунгицид,ЗАО «Агрозащита»,1020203223006,III,-,27.12.2021,26.12.2031,Действует,0
560-01-3216-1,ТабаМин,tabamin,ВРК,2 г/л Никотин,инсектицид,ЗАО «КОСТРОМСКОЙ ХИМЗАВОД»,1024400511970,III,III,16.07.2021,15.07.2031,Действует,1
560-01-2332-1,Табазол,tabazol,П,6 г/кг Никотин,инсектицид,ЗАО «КОСТРОМСКОЙ ХИМЗАВОД»,1024400511970,III,III,25.07.2019,24.07.2029,Действует,1
560-01-2328-1,Табачная пыль,tabachnaya-pyl,П,12 г/кг Никотин,инсектицид,ЗАО «КОСТРОМСКОЙ ХИМЗАВОД»,1024400511970,III,III,24.07.2019,23.07.2029,Действует,1
085-03-4227-1,Табезон,tabezon,ВР,480 г/л Бентазон,гербицид,ООО «Ярило»,1083123001500,III,III,23.10.2023,22.10.2033,Действует,0
005-01-2072-1,Табу,tabu,ВСК,500 г/л Имидаклоприд,инсектицид,АО Фирма «Август»,1025006038958,III,-,07.02.2019,29.12.2022,Действует,1
021-01-1804-1,Табу Нео,tabu-neo,СК,100 г/л Клотианидин + 400 г/л Имидаклоприд,инсектицид,АО Фирма «Август»,1025006038958,III,-,21.04.2015,20.04.2025,Не действует,0
021-01-4845-0,Табу Нео,tabu-neo,СК,400 г/л Имидаклоприд + 100 г/л Клотианидин,инсектицид,АО Фирма «Август»,1025006038958,III,-,09.04.2025,08.04.2028,Действует,0
021-01-1898-1,Табу Супер,tabu-super,СК,400 г/л Имидаклоприд + 100 г/л Фипронил,инсектицид,АО Фирма «Август»,1025006038958,III,-,28.04.2018,10.12.2025,Действует,0
018-01-2827-1,Тагор,tagor,КЭ,400 г/л Диметоат,инсектицид,АО «Щелково Агрохим»,1025006519427,III,I,08.10.2020,07.10.2030,Действует,0
082-03-4323-1,Тайгер,tayger,ЭМВ,"69 г/л феноксапроп-П-этил + 34,5 г/л антидот -клоквинтосет-мексил",гербицид,ООО «Интер Групп»,1084312000420,III,III,18.12.2023,17.12.2033,Действует,0
082-03-10086-1,Тайгер 100,tayger-100,КЭ,100 г/л феноксапроп-П-этил + 27 г/л антидот клоквинтосет-мексил,гербицид,"ООО ""ИНТЕР ГРУПП""",1084312000420,II,III,19.08.2026,18.08.2036,Действует,0
082-03-1069-1,Тайгер 100,tayger-100,КЭ,27 г/л антидот -клоквинтосет-мексил + 100 г/л феноксапроп-П-этил,гербицид,ООО «Интер Групп»,1084312000420,III,III,11.04.2016,10.04.2026,Не действует,0
042(275)-03-1669-1,Тайпан,taypan,КЭ,40 г/л антидот мефенпир-диэтил + 90 г/л феноксапроп-П-этил + 90 г/л Клодинафоп-пропаргил,гербицид,"ООО «ФОРВАРД», ООО «АГРОДИМ»","1105476055277, 1136449005351",III,III,25.12.2017,24.12.2027,Действует,0
021-01-2480-1,Тайра,tayra,КЭ,480 г/л Хлорпирифос,инсектицид,АО Фирма «Август»,1025006038958,II,I,21.11.2019,20.11.2029,Действует,0
178-01-3853-1,Такер,taker,КС,600 г/кг Клотианидин,инсектицид,ООО «Агро Эксперт Груп»,1027708006996,III,-,02.11.2022,01.11.2032,Действует,0
297(042)-03-1586-1,Талака 100,talaka-100,КЭ,100 г/л феноксапроп-П-этил + 27 г/л антидот мефенпир-диэтил,гербицид,"ООО «Франдеса», ООО «ФОРВАРД»",1105476055277,III,III,07.11.2017,06.11.2027,Действует,0
021-02-1800-1,Талант,talant,СК,500 г/л хлороталонил,фунгицид,АО Фирма «Август»,1025006038958,II,III,19.04.2017,18.04.2027,Действует,0
029-02-1036-1,Талендо Экстра,talendo-ekstra,КЭ,160 г/л Проквиназид + 80 г/л тетраконазол,фунгицид,ООО «Дюпон Наука и Технологии»,,II,III,14.03.2016,13.03.2026,Не действует,0
866-02-4721-0,Талендо Экстра КА,talendo-ekstra-ka,КА,160 г/л Проквиназид + 80 г/л тетраконазол,фунгицид,ООО Кортева Агрисаенс Рус,1106195008787,II,III,11.11.2024,10.11.2027,Действует,0
742-03-3337-1,Талисман,talisman,МД,40 г/л никосульфурон,гербицид,ГАЛЕНИКА-ФИТОФАР МАЦИЯ А.Д.,,III,III,19.10.2021,18.10.2031,Действует,0
029-02-319-1,Талиус,talius,КЭ,200 г/л Проквиназид,фунгицид,ООО «Дюпон Наука и Технологии»,,II,III,13.04.2015,12.04.2025,Не действует,0
590(297)-03-3699-1,Таллер,taller,ВДГ,750 г/кг трибенурон-метил,гербицид,"ООО ФРАНДЕСА, ООО «Франдеса»",1157746513055,III,III,06.06.2022,05.06.2032,Действует,0
197-03-4451-1,Тальвар,talvar,КЭ,240 г/л Клетодим,гербицид,ООО «Агрохим ХХ1»,5067746338150,III,III,12.03.2024,11.03.2034,Действует,0
389-02-4483-1,Тангер,tanger,КС,400 г/л Додин,фунгицид,ООО «АГРОПРОГРЕСС КЭМИКАЛС»,1157847140296,II,III,29.03.2024,28.03.2034,Действует,0
058-03-475-1,Тандем,tandem,ВДГ,600 г/кг трибенурон-метил + 200 г/кг флорасулам,гербицид,«КЕМИНОВА А/С»,,III,III,17.12.2014,16.12.2024,Не действует,0
590(297)-03-3561-1,Танит,tanit,МД,20 г/л тифенсульфурон-метил,гербицид,"ООО ФРАНДЕСА, ООО «Франдеса»",1157746513055,III,III,29.03.2022,28.03.2032,Действует,0
866-02-4725-0,Танос КА,tanos-ka,ВДГ,250 г/кг Фамоксадон + 250 г/кг цимоксанил,фунгицид,ООО Кортева Агрисаенс Рус,1106195008787,III,III,26.11.2024,25.11.2027,Действует,1
126-02-2511-1,Таношанс,tanoshans,ВДГ,250 г/кг Фамоксадон + 250 г/кг цимоксанил,фунгицид,ООО «Шанс»,1093668046812,III,III,06.02.2020,05.02.2030,Действует,0
021-01-2484-1,Танрек,tanrek,ВРК,200 г/л Имидаклоприд,инсектицид,АО Фирма «Август»,1025006038958,III,I,11.12.2019,10.12.2029,Действует,0
018-03-2281-1,Танто,tanto,ККР,320 г/л Ацифлуорфен,гербицид,АО «Щелково Агрохим»,1025006519427,II,III,18.06.2019,17.06.2029,Действует,0
178-03-2212-1,Тапир,tapir,ВК,100 г/л Имазетапир,гербицид,ООО «Агро Эксперт Груп»,1027708006996,III,III,07.05.2019,06.05.2029,Действует,0
178-03-2597-1,Тапир Гибрид,tapir-gibrid,МК,50 г/л Имазетапир + 20 г/л Имазапир,гербицид,ООО «Агро Эксперт Груп»,1027708006996,III,III,16.03.2020,15.03.2030,Действует,0
126-03-578-1,Тапирошанс,tapiroshans,ВРК,100 г/л Имазетапир,гербицид,ООО «Шанс»,1093668046812,III,III,02.03.2015,01.03.2025,Не действует,0
126-03-9642-0,Тапирошанс,tapiroshans,ВРК,100 г/л Имазетапир,гербицид,"ООО ""ШАНС""",1093668046812,III,II,20.10.2025,19.10.2028,Действует,0
050-01-4975-1,Таран,taran,ВЭ,100 г/л Зета-циперметрин,инсектицид,"АО ""ФМРус""",1097746208207,III,I,05.08.2025,04.08.2035,Действует,0
050-01-992-1,Таран,taran,ВЭ,100 г/л Зета-циперметрин,инсектицид,ЗАО «ФМРус»,1097746208207,III,I,28.04.2015,27.04.2025,Не действует,0
234-03-2005-1,Тарга Супер,targa-super,КЭ,"51,6 г/л хизалофоп-П-этил",гербицид,Ниссан Кемикал Корпорейшн,,III,III,12.12.2016,11.12.2026,Действует,0
178-03-2629-1,Таргет Супер,target-super,КЭ,"51,6 г/л хизалофоп-П-этил",гербицид,ООО «Агро Эксперт Груп»,1027708006996,III,III,26.03.2020,25.03.2030,Действует,0
642-03-3936-0,Тачдаун,tachdaun,ВР,540 г/л Глифосат кислоты (калиевая соль),гербицид,ООО ТетраХим,1167746491681,II,III,10.01.2023,09.01.2026,Не действует,0
853-02-4576-1,Тачигарен,tachigaren,СП,700 г/кг Гимексазол,фунгицид,"Мицуи Кемикалс Агро, Инк.",,II,-,22.05.2024,11.01.2033,Действует,0
853-02-4674-1,Тачигарен,tachigaren,Р,440 г/л Гимексазол,фунгицид,"Мицуи Кемикалс Агро, Инк.",,II,-,25.09.2024,24.09.2034,Действует,0
018-01-1919-1,Твинго,tvingo,КС,180 г/л Дифлубензурон + 45 г/л Имидаклоприд,инсектицид,АО «Щелково Агрохим»,1025006519427,III,I,21.05.2018,20.05.2028,Действует,1
018-01-3283-1,Твинго Евро,tvingo-evro,МД,180 г/л Дифлубензурон + 45 г/л Ацетамиприд,инсектицид,АО «Щелково Агрохим»,1025006519427,III,III,03.09.2021,02.09.2031,Действует,1
010-07-4584-1,Теафол,teafol,ВР,750 г/л Хлормекватхлорид,регулятор роста,ООО «ЛИСТЕРРА»,1057749556930,II,III,23.05.2024,22.05.2034,Действует,0
148-02-2105-1,Тебаз Про,tebaz-pro,СК,200 г/л Азоксистробин + 250 г/л Тебуконазол,фунгицид,ООО «ЮПЛ»,1157746848490,II,III,18.02.2019,17.02.2029,Действует,0
046-02-4350-0,Тебалин,tebalin,ТКС,100 г/л Имазалил + 60 г/л Тебуконазол,фунгицид,ЗАО «ТПК «Техноэкспорт»,1025005325070,II,-,09.01.2024,08.01.2027,Не действует,0
046-02-5028-0,Тебалин,tebalin,ТКС,100 г/л Имазалил + 60 г/л Тебуконазол,фунгицид,ООО «Техноэкспорт»,1125042005175,II,-,29.08.2025,08.01.2027,Действует,0
018-02-1832-1,Тебу 60,tebu-60,МЭ,60 г/л Тебуконазол,фунгицид,АО «Щелково Агрохим»,1025006519427,II,-,14.03.2018,13.03.2028,Действует,0
063-02-2238-1,Тебузан,tebuzan,ТКС,60 г/л Тебуконазол,фунгицид,ООО «ХИМАГРОМАРКЕТИН Г.РУ»,1023403447913,II,-,18.06.2019,17.06.2029,Действует,0
085-02-4327-1,Тебузил,tebuzil,ТКС,100 г/л Имазалил + 60 г/л Тебуконазол,фунгицид,ООО «Ярило»,1083123001500,II,-,20.12.2023,19.12.2033,Действует,0
148-02-855-1,Тебузол,tebuzol,ВЭ,250 г/л Тебуконазол,фунгицид,ООО «ЮПЛ»,1157746848490,II,III,04.03.2015,03.03.2025,Не действует,0
097-02-2970-1,Тебуконазол,tebukonazol,КС,60 г/л Тебуконазол,фунгицид,ООО «АГРус»,5087746677893,II,-,11.01.2021,10.01.2031,Действует,0
050(360)-02-4375-1,Тебумет,tebumet,КС,100 г/л Дифеноконазол + 50 г/л Метконазол,фунгицид,"ЗАО «ФМРус», ООО «АГРОХИМИНВЕСТ","1097746208207, 1027743011207",II,III,24.01.2024,23.01.2034,Действует,0
018-01-2113-1,Тейя,teyya,КС,480 г/л Тиаклоприд,инсектицид,АО «Щелково Агрохим»,1025006519427,II,III,21.02.2019,20.02.2029,Действует,0
376-03-3707-1,Телус,telus,КЭ,960 г/л С-Метолахлор,гербицид,АГРОСАВА ДОО,,III,III,06.12.2016,05.12.2026,Действует,0
019-02-3024-1,Тельдор,teldor,ВДГ,500 г/кг Фенгексамид,фунгицид,Байер КропСайенс АГ,,III,III,19.02.2021,18.02.2031,Действует,0
021-01-4984-0,Тема,tema,СК,222 г/л Спиродиклофен + 18 г/л Абамектин,инсектицид,"АО ФИРМА ""АВГУСТ""",,III,I,05.08.2025,04.08.2028,Действует,0
010-01(02)-3400-1,Темифлю,temiflyu,КС,"280 г/л Тиаметоксам + 32,3 г/л Мефеноксам + 8 г/л флудиоксонила",инсектицид,ООО «ЛИСТЕРРА»,1057749556930,III,-,07.12.2021,06.12.2031,Действует,0
066-01-1229-1,Теппеки,teppeki,ВГ,500 г/кг Флоникамид,инсектицид,ИСК Биосаенсис Юроп Н.В.,,III,III,15.09.2016,14.09.2026,Не действует,0
192-02-1134-1,Терапевт Про,terapevt-pro,КС,125 г/л эпоксиконазол + 125 г/л Крезоксим-метил + 80 г/л Дифеноконазол,фунгицид,ООО ГК «ЗемлякоФФ»,1037724060560,III,III,27.06.2016,26.06.2026,Не действует,0
192-02-9934-0,Терапевт Про,terapevt-pro,КС,125 г/л Крезоксим-метил + 125 г/л эпоксиконазол + 80 г/л Дифеноконазол,фунгицид,"ООО ГК ""ЗЕМЛЯКОФФ""",1037724060560,III,III,30.04.2026,29.04.2029,Действует,0
158-03-4465-1,Тердок,terdok,КЭ,80 г/л Клодинафоп-пропаргил + 20 г/л антидот -клоквинтосет-мексил,гербицид,АО АгроБест Груп Тарым Илачлары Тохумджулук Ималат-Итхалат Ихраджат Санайи ве Тиджарет Лимитед Ширкети,,II,III,07.04.2017,06.04.2027,Действует,0
184(026)-03-2862-1,Террагард,terragard,СЭ,"312,5 г/л С-Метолахлор + 187,5 г/л тербутилазин",гербицид,"ООО «Агрорус и Ко», Агрия АД",,III,III,02.11.2020,01.11.2030,Действует,0
192(424)-01-2787-1,Террадим,terradim,КЭ,400 г/л Диметоат,инсектицид,"ООО ГК «ЗемлякоФФ», ООО «ГРАНУМ»","1037724060560, 1147746366261",III,I,28.08.2020,27.08.2030,Действует,0
038-03-2396-1,Террамет,terramet,ВДГ,600 г/кг Метсульфурон-метил,гербицид,ООО «АГРОКОМ»,1077758212685,III,III,16.09.2019,15.09.2029,Действует,0
424-02-1421-1,Террасил,terrasil,КС,60 г/л Тебуконазол,фунгицид,ООО «ГРАНУМ»,1147746366261,II,-,21.03.2017,20.03.2027,Действует,0
424-02-3588-1,Террасил Форте,terrasil-forte,КС,80 г/л Тебуконазол + 80 г/л Флутриафол,фунгицид,ООО «ГРАНУМ»,1147746366261,II,-,06.04.2022,05.04.2032,Действует,0
